Data_Type,p,mc,synmc,TargetType,Target,Metric,Synth_Family,rel_orig,rel_synth,reinforcement_ratio
parametric,6,5,5,Continuous,X2,MAE,svm,0.9579731749728951,0.8131630463507068,0.8488369691288218
parametric,6,5,5,Continuous,X2,RMSE,svm,0.954888908353523,0.8258411084624955,0.8648556928852179
parametric,6,5,5,Continuous,X2,R_squared,svm,0.9115971521450643,0.6834098181404294,0.7496840205482312
parametric,12,1,1,Categorical,C4,Specificity,svm,0.9847267247161643,0.9651932644621345,0.9801635725285509
parametric,12,1,1,Categorical,C6,Accuracy,svm,0.982362121905638,0.8574127973241675,0.8728072654724439
parametric,12,1,1,Categorical,C6,F1,svm,0.9748238289944835,0.8735241130407433,0.8960840790502327
parametric,12,1,1,Categorical,C6,Specificity,svm,0.9940768726459743,0.8196682253935179,0.8245521528046157
parametric,12,1,2,Categorical,C4,Specificity,svm,0.9847267247161643,0.975195054502751,0.9903204919962331
parametric,12,1,2,Categorical,C6,Accuracy,svm,0.982362121905638,0.8613523999914005,0.8768176019658652
parametric,12,1,2,Categorical,C6,F1,svm,0.9748238289944835,0.8753984720724086,0.8980068459912078
parametric,12,1,2,Categorical,C6,Specificity,svm,0.9940768726459743,0.8209875591743623,0.8258793477300269
parametric,12,1,3,Categorical,C4,Specificity,svm,0.9847267247161643,0.9743873165448552,0.9895002258882643
parametric,12,1,3,Categorical,C6,Accuracy,svm,0.982362121905638,0.8577907872346819,0.8731920420248839
parametric,12,1,3,Categorical,C6,F1,svm,0.9748238289944835,0.8748457374439518,0.8974398362279904
parametric,12,1,3,Categorical,C6,Specificity,svm,0.9940768726459743,0.8156275798666502,0.82048743141530045
parametric,12,1,4,Categorical,C4,Specificity,svm,0.9847267247161643,0.9739751544820435,0.989081671123306
parametric,12,1,4,Categorical,C6,Accuracy,svm,0.982362121905638,0.8560096395220403,0.8713789145916045
parametric,12,1,4,Categorical,C6,F1,svm,0.9748238289944835,0.8720220685692976,0.8945432422069285
parametric,12,1,4,Categorical,C6,Specificity,svm,0.9940768726459743,0.8263337116912599,0.8312573548681143
parametric,12,1,5,Categorical,C4,Specificity,svm,0.9847267247161643,0.9701927959414848,0.985240647572687
parametric,12,1,5,Categorical,C6,Accuracy,svm,0.982362121905638,0.8525692492974709,0.867876753679806
parametric,12,1,5,Categorical,C6,F1,svm,0.9748238289944835,0.8677358030115181,0.8901462779244685
parametric,12,1,5,Categorical,C6,Specificity,svm,0.9940768726459743,0.8175150033340742,0.822386100944147
parametric,12,4,1,Categorical,C6,F1,svm,0.9937956153764999,0.9886466451983609,0.9948188841865756
parametric,12,4,2,Categorical,C4,Specificity,svm,0.9579432821182096,0.8623316934501241,0.90019076238348
parametric,12,4,2,Categorical,C6,F1,svm,0.9937956153764999,0.9898022761189696,0.9959817298489314
parametric,12,4,4,Categorical,C4,Specificity,svm,0.9579432821182096,0.9044720686182154,0.9441812323358453
parametric,12,4,5,Categorical,C4,Specificity,svm,0.9579432821182096,0.8884299213282951,0.927434784409985
parametric,12,4,5,Categorical,C6,F1,svm,0.9937956153764999,0.9904486657539021,0.996632154971493
parametric,12,5,1,Categorical,C2,Accuracy,svm,0.9391449620425809,0.9208943252456386,0.9805667521686446
parametric,12,5,1,Categorical,C2,Specificity,svm,0.9691625346756892,0.9503067484662577,0.9805442477037752
parametric,12,5,1,Continuous,X2,MAE,svm,0.9284172470455585,0.524196260927999,0.5646127994671732
parametric,12,5,1,Continuous,X2,RMSE,svm,0.9200440461085758,0.5620517713951632,0.610896591062592
parametric,12,5,1,Continuous,X2,R_squared,svm,0.8479749095768284,0.31750808655731866,0.3744309919685798
parametric,12,5,1,Continuous,X4,MAE,svm,0.9375532734945455,0.8837070500572837,0.942567291950717
parametric,12,5,2,Categorical,C2,Accuracy,svm,0.9391449620425809,0.924158391800913,0.9840423248301592
parametric,12,5,2,Categorical,C2,Specificity,svm,0.9691625346756892,0.9623625792256405,0.9929836789942317
parametric,12,5,2,Continuous,X2,MAE,svm,0.9284172470455585,0.5013307456156856,0.5399843090065782
parametric,12,5,2,Continuous,X2,RMSE,svm,0.9200440461085758,0.5252402656259865,0.57088600034699
parametric,12,5,2,Continuous,X2,R_squared,svm,0.8479749095768284,0.2754876847101262,0.32487716511282744
parametric,12,5,2,Continuous,X4,MAE,svm,0.9375532734945455,0.8732273821219539,0.9313896146585575
parametric,12,5,2,Continuous,X4,RMSE,svm,0.9091083921819274,0.897297204761642,0.9870079436931193
parametric,12,5,2,Continuous,X4,R_squared,svm,0.8267421672610876,0.8064989487505917,0.9755144719694658
parametric,12,5,3,Categorical,C2,Accuracy,svm,0.9391449620425809,0.9177037334403854,0.9771694152992503
parametric,12,5,3,Categorical,C2,Specificity,svm,0.9691625346756892,0.9492694805194806,0.9794739752678683
parametric,12,5,3,Continuous,X2,MAE,svm,0.9284172470455585,0.49879986714441604,0.5372582949441259
parametric,12,5,3,Continuous,X2,RMSE,svm,0.9200440461085758,0.5738466844906691,0.6237165350048345
parametric,12,5,3,Continuous,X2,R_squared,svm,0.8479749095768284,0.32926804761782136,0.38829928090931204
parametric,12,5,3,Continuous,X4,MAE,svm,0.9375532734945455,0.8977120271884126,0.9575050853829004
parametric,12,5,4,Categorical,C2,Accuracy,svm,0.9391449620425809,0.9112822262628332,0.9703318050930625
parametric,12,5,4,Categorical,C2,Specificity,svm,0.9691625346756892,0.9539902254911655,0.9843449280779298
parametric,12,5,4,Continuous,X2,MAE,svm,0.9284172470455585,0.5066452634926092,0.5457085864193856
parametric,12,5,4,Continuous,X2,RMSE,svm,0.9200440461085758,0.5110525283102919,0.5554652850283016
parametric,12,5,4,Continuous,X2,R_squared,svm,0.8479749095768284,0.2616631970913522,0.30857422093058395
parametric,12,5,4,Continuous,X4,MAE,svm,0.9375532734945455,0.8635087227267569,0.9210236336845137
parametric,12,5,4,Continuous,X4,RMSE,svm,0.9091083921819274,0.8795283316817534,0.9674625591903516
parametric,12,5,4,Continuous,X4,R_squared,svm,0.8267421672610876,0.7755014014246779,0.9380208632563583
parametric,12,5,5,Categorical,C2,Accuracy,svm,0.9391449620425809,0.9166735987211172,0.9760725295564703
parametric,12,5,5,Categorical,C2,Specificity,svm,0.9691625346756892,0.9463041705158814,0.976414313036299
parametric,12,5,5,Continuous,X2,MAE,svm,0.9284172470455585,0.4907682264809918,0.5286073993592121
parametric,12,5,5,Continuous,X2,RMSE,svm,0.9200440461085758,0.5220562952120474,0.5674253286243632
parametric,12,5,5,Continuous,X2,R_squared,svm,0.8479749095768284,0.2742200402877397,0.323382257176201
parametric,12,5,5,Continuous,X4,MAE,svm,0.9375532734945455,0.8789796378533873,0.937525005461464
parametric,18,2,1,Categorical,C6,Accuracy,svm,0.9524772426238628,0.8342998668999667,0.8759262999309635
parametric,18,2,1,Categorical,C6,F1,svm,0.9525268171373525,0.8223316565565347,0.8633160156350287
parametric,18,2,1,Categorical,C6,Specificity,svm,0.9783181549141081,0.8672290293921671,0.8864488766114187
parametric,18,2,2,Categorical,C6,Accuracy,svm,0.9524772426238628,0.8339011336252834,0.8755076723177883
parametric,18,2,2,Categorical,C6,F1,svm,0.9525268171373525,0.828203210302292,0.869480202973505
parametric,18,2,2,Categorical,C6,Specificity,svm,0.9783181549141081,0.8526471248616048,0.8715438025745963
parametric,18,2,2,Categorical,C9,Accuracy,svm,0.9890751086281813,0.9862829054674546,0.9971769553835003
parametric,18,2,2,Categorical,C9,F1,svm,0.9878332782346225,0.980890830213872,0.9929720448037977
parametric,18,2,3,Categorical,C6,Accuracy,svm,0.9524772426238628,0.8306009324752331,0.8720428114241475
parametric,18,2,3,Categorical,C6,F1,svm,0.9525268171373525,0.8205281197386999,0.861422591969273
parametric,18,2,3,Categorical,C6,Specificity,svm,0.9783181549141081,0.8651419588414634,0.8843155516391484
parametric,18,2,3,Categorical,C9,Accuracy,svm,0.9890751086281813,0.9856200994383703,0.9965068282887
parametric,18,2,3,Categorical,C9,F1,svm,0.9878332782346225,0.9800776121626317,0.9921488106921735
parametric,18,2,4,Categorical,C6,Accuracy,svm,0.9524772426238628,0.8311,0.8725667793495039
parametric,18,2,4,Categorical,C6,F1,svm,0.9525268171373525,0.8190196222712569,0.8598389121816775
parametric,18,2,4,Categorical,C6,Specificity,svm,0.9783181549141081,0.8664092664092664,0.8856109457411973
parametric,18,2,4,Categorical,C9,Accuracy,svm,0.9890751086281813,0.9879680795160186,0.9988807431280946
parametric,18,2,4,Categorical,C9,F1,svm,0.9878332782346225,0.9840478147283408,0.9961679125519574
parametric,18,2,5,Categorical,C6,Accuracy,svm,0.9524772426238628,0.8390989834497459,0.8809648628855582
parametric,18,2,5,Categorical,C6,F1,svm,0.9525268171373525,0.8273276734122003,0.868561030017595
parametric,18,2,5,Categorical,C6,Specificity,svm,0.9783181549141081,0.8674690550467948,0.8866942218024715
parametric,18,2,5,Categorical,C9,Accuracy,svm,0.9890751086281813,0.9838520969684136,0.9947192972361706
parametric,18,2,5,Categorical,C9,F1,svm,0.9878332782346225,0.9818905705756239,0.9939840985417914
parametric,18,3,2,Continuous,X3,RMSE,svm,0.9277475506322745,0.9125275194170385,0.9835946414465192
parametric,18,3,2,Continuous,X3,R_squared,svm,0.8611061519670018,0.8297536777380883,0.9635904654062732
parametric,18,3,5,Continuous,X3,RMSE,svm,0.9277475506322745,0.9213457121424569,0.9930995899849536
parametric,18,3,5,Continuous,X3,R_squared,svm,0.8611061519670018,0.8442112656683058,0.9803800190486348
parametric,18,4,2,Categorical,C9,F1,svm,0.979057548026967,0.9731503360992997,0.9939664303292777
parametric,18,4,3,Categorical,C9,F1,svm,0.979057548026967,0.9748453489972775,0.995697700264731
parametric,18,5,2,Categorical,C9,Specificity,svm,0.9893772654822541,0.9876195089619337,0.9982233708195593
parametric,18,5,4,Categorical,C9,Specificity,svm,0.9893772654822541,0.9888398842510217,0.999456849020105
parametric,18,5,5,Categorical,C9,Specificity,svm,0.9893772654822541,0.9869534302994311,0.9975501406112848
