Data_Type,p,TargetType,Metric,Synth_Family,Pred_Family,same_family,n_clusters,estimate,std_error,conf_low,conf_high,p_boot
hierarchical,18,Categorical,Accuracy,svm,parm,FALSE,5,0.11968329479277393,0.006993404306847176,0.10639780066357121,0.13296878892197664,4e-4
hierarchical,18,Categorical,Accuracy,svm,svm,TRUE,5,0.05794702070234209,0.0060805386419021225,0.04641482008401086,0.06947922132067332,4e-4
hierarchical,18,Categorical,F1,bn,bn,TRUE,5,0.2594166108017578,0.02597332551713789,0.21441072331431213,0.31518073948283853,4e-4
hierarchical,18,Categorical,F1,bn,cart,FALSE,5,-0.02499905602355114,0.00469597548491012,-0.03410633187311324,-0.015891780173989036,4e-4
hierarchical,18,Categorical,F1,bn,parm,FALSE,5,0.13637348738625357,0.016462489639804418,0.10960519317235454,0.1711946202970165,4e-4
hierarchical,18,Categorical,F1,bn,svm,FALSE,5,0.05063915919266056,0.013256098195370948,0.021273945183191867,0.07496929319921584,0.0012
hierarchical,18,Categorical,F1,cart,bn,FALSE,5,0.009304754776101903,0.005792309576042217,-0.0019693886668014507,0.020578898219005257,0.1152
hierarchical,18,Categorical,F1,cart,cart,TRUE,5,0,0,0,0,1
hierarchical,18,Categorical,F1,cart,parm,FALSE,5,0.005137586176122708,0.004518858624634156,-0.0035730161684972804,0.013545093387129288,0.2988
hierarchical,18,Categorical,F1,cart,svm,FALSE,5,-0.005024985715337601,0.0033358186989193234,-0.012272526667809666,6.189043728625712e-4,0.1188
hierarchical,18,Categorical,F1,parm,bn,FALSE,5,0.016897683231389383,0.016380687170772092,-0.014745764957498464,0.04854113142027723,0.2968
hierarchical,18,Categorical,F1,parm,cart,FALSE,5,-0.14668765146559956,0.010355241254880016,-0.16644198815582378,-0.12693331477537537,4e-4
hierarchical,18,Categorical,F1,parm,parm,TRUE,5,0.19419709492585266,0.012863862411697284,0.17157297463747317,0.22101675697956627,4e-4
hierarchical,18,Categorical,F1,parm,svm,FALSE,5,0.03431993844935261,0.0084570149085185925,0.01623831201732934,0.05031930172716474,4e-4
hierarchical,18,Categorical,F1,svm,bn,FALSE,5,0.09496619116063071,0.016108348950618252,0.07163357315019638,0.13000771444213494,4e-4
hierarchical,18,Categorical,F1,svm,cart,FALSE,5,-0.033067486696856024,0.003234257504434514,-0.03929661507460346,-0.02696970504115874,4e-4
hierarchical,18,Categorical,F1,svm,parm,FALSE,5,0.12384229055658649,0.00783534832568058,0.10918490358516188,0.13916659381705426,4e-4
hierarchical,18,Categorical,F1,svm,svm,TRUE,5,0.058994574951088785,0.00573370953585199,0.04803156963994403,0.06995758026223353,4e-4
hierarchical,18,Categorical,Specificity,bn,bn,TRUE,5,0.09432318146202644,0.013959473583384159,0.0645791867515824,0.11855582497448817,4e-4
hierarchical,18,Categorical,Specificity,bn,cart,FALSE,5,-0.00898849396491482,0.0024755589735421454,-0.01362378079973454,-0.0043532071300951,4e-4
hierarchical,18,Categorical,Specificity,bn,parm,FALSE,5,0.058750197703145476,0.009400720338456755,0.04060544208541192,0.07635907405625043,4e-4
hierarchical,18,Categorical,Specificity,bn,svm,FALSE,5,0.016670026856155623,0.00496037775859645,0.006360442265287584,0.024999478981212127,0.0012
hierarchical,18,Categorical,Specificity,cart,bn,FALSE,5,0.004123709344473998,0.003678574551961735,-0.0021908441409923688,0.011720799319596699,0.2628
hierarchical,18,Categorical,Specificity,cart,cart,TRUE,5,0,0,0,0,1
hierarchical,18,Categorical,Specificity,cart,parm,FALSE,5,0.0036341894232018467,0.002513732585828661,-0.0012328673196265057,0.008501324170527293,0.1488
hierarchical,18,Categorical,Specificity,cart,svm,FALSE,5,-0.0024250055107810312,0.002066268518929405,-0.00663002874710411,0.0013462510134227405,0.24
hierarchical,18,Categorical,Specificity,parm,bn,FALSE,5,0.016513306363872955,0.009237671861188386,-0.0020795648839420002,0.03402229924470351,0.074
hierarchical,18,Categorical,Specificity,parm,cart,FALSE,5,-0.04672852755743359,0.0053962301929596675,-0.055560845704523354,-0.03564483891759529,4e-4
hierarchical,18,Categorical,Specificity,parm,parm,TRUE,5,0.075812776780374,0.010329022105547704,0.053934804694699835,0.09275527813940532,4e-4
hierarchical,18,Categorical,Specificity,parm,svm,FALSE,5,0.009187232658359048,0.0033593859612391884,0.0018379603089598876,0.01553556220603822,0.0092
