Data_Type,p,mc,TargetType,Target,Metric,Synthesis_Model,Synth_Family,matched_rel_orig,matched_delta,off_diagonal_delta,n_off_diagonal,diagonal_advantage,ceiling_constrained
hierarchical,12,4,Categorical,C2,Accuracy,svmhiersyn,svm,0.9158728018252099,0.08412719817479009,0.05352099353124369,3,0.030606204643546395,FALSE
hierarchical,12,4,Categorical,C2,F1,bnhiersyn,bn,0.8324301760692713,0.16756982393072872,0.06795066886215437,3,0.09961915506857436,FALSE
hierarchical,12,4,Categorical,C2,F1,carthiersyn,cart,1,0,0.0023452589271388677,3,-0.0023452589271388677,TRUE
hierarchical,12,4,Categorical,C2,F1,parmhiersyn,parm,0.7625709929872306,0.23742900701276937,-0.04335043510054594,3,0.2807794421133153,FALSE
hierarchical,12,4,Categorical,C2,F1,svmhiersyn,svm,0.9160128093401605,0.0839871906598395,0.04833813024106851,3,0.03564906041877099,FALSE
hierarchical,12,4,Categorical,C2,Specificity,bnhiersyn,bn,0.9611273823930551,0.03887261760694494,0.01852285420637958,3,0.02034976340056536,FALSE
hierarchical,12,4,Categorical,C2,Specificity,carthiersyn,cart,1,0,1.0336734567050572e-4,3,-1.0336734567050572e-4,TRUE
hierarchical,12,4,Categorical,C2,Specificity,parmhiersyn,parm,0.9389631552246209,0.06103684477537907,-0.013992394571595772,3,0.07502923934697485,FALSE
hierarchical,12,4,Categorical,C2,Specificity,svmhiersyn,svm,0.9795290044458943,0.020470995554105698,0.015201700828701478,3,0.00526929472540422,FALSE
hierarchical,12,4,Categorical,C4,Accuracy,bnhiersyn,bn,0.8503012010065394,0.14854094775794308,0.02749547381506045,3,0.12104547394288262,FALSE
hierarchical,12,4,Categorical,C4,Accuracy,carthiersyn,cart,1,0,6.273733355765199e-4,3,-6.273733355765199e-4,TRUE
hierarchical,12,4,Categorical,C4,Accuracy,parmhiersyn,parm,0.7715348962963663,0.2284651037036337,-0.03936431900385356,3,0.2678294227074873,FALSE
hierarchical,12,4,Categorical,C4,Accuracy,svmhiersyn,svm,0.9743643260062714,0.02563567399372857,0.021536505156820738,3,0.0040991688369078315,FALSE
hierarchical,12,4,Categorical,C4,F1,bnhiersyn,bn,0.8450954564281018,0.15421252594734758,0.025166919140710984,3,0.1290456068066366,FALSE
hierarchical,12,4,Categorical,C4,F1,carthiersyn,cart,1,0,-0.001527367689375366,3,0.001527367689375366,TRUE
hierarchical,12,4,Categorical,C4,F1,parmhiersyn,parm,0.7617559803289873,0.23824401967101272,-0.11262215730951096,3,0.3508661769805237,FALSE
hierarchical,12,4,Categorical,C4,F1,svmhiersyn,svm,0.9738057298630861,0.02619427013691389,0.02076077091696543,3,0.00543349921994846,FALSE
hierarchical,12,4,Categorical,C4,Specificity,bnhiersyn,bn,0.9735354894109554,0.026187582497436225,0.005999149443308245,3,0.02018843305412798,FALSE
hierarchical,12,4,Categorical,C4,Specificity,carthiersyn,cart,1,0,-8.352984322581358e-4,3,8.352984322581358e-4,TRUE
hierarchical,12,4,Categorical,C4,Specificity,parmhiersyn,parm,0.9574505259756162,0.042549474024383804,-0.009788387211322943,3,0.052337861235706745,FALSE
hierarchical,12,4,Categorical,C4,Specificity,svmhiersyn,svm,0.9966404107741498,0.0033595892258502236,0.007185553327347998,3,-0.003825964101497774,FALSE
hierarchical,12,4,Categorical,C6,Accuracy,bnhiersyn,bn,0.6416295027103025,0.35606730455411567,0.1324181490668648,3,0.22364915548725087,FALSE
hierarchical,12,4,Categorical,C6,Accuracy,carthiersyn,cart,1,0,0.0474488331634224,3,-0.0474488331634224,TRUE
hierarchical,12,4,Categorical,C6,Accuracy,parmhiersyn,parm,0.7162229065442972,0.2837770934557028,0.12339739646217654,3,0.16037969699352625,FALSE
hierarchical,12,4,Categorical,C6,Accuracy,svmhiersyn,svm,0.8413845991814216,0.15851123619761934,0.17262744894705806,3,-0.014116212749438722,FALSE
hierarchical,12,4,Categorical,C6,F1,bnhiersyn,bn,0.5644332847780136,0.43467126097221037,0.10031523806997128,3,0.3343560229022391,FALSE
hierarchical,12,4,Categorical,C6,F1,carthiersyn,cart,1,0,0.050225082014645414,3,-0.050225082014645414,TRUE
hierarchical,12,4,Categorical,C6,F1,parmhiersyn,parm,0.6764707998939189,0.3235292001060811,0.05609804625531994,3,0.26743115385076116,FALSE
hierarchical,12,4,Categorical,C6,F1,svmhiersyn,svm,0.8360585708440587,0.16394142915594134,0.18926880155514858,3,-0.025327372399207237,FALSE
hierarchical,12,4,Categorical,C6,Specificity,bnhiersyn,bn,0.7399959900247385,0.25586250664927374,0.050929333408710406,3,0.20493317324056332,FALSE
hierarchical,12,4,Categorical,C6,Specificity,carthiersyn,cart,1,0,0.033072922852623664,3,-0.033072922852623664,TRUE
hierarchical,12,4,Categorical,C6,Specificity,parmhiersyn,parm,0.8246913826148143,0.17530861738518566,0.02981150955566613,3,0.14549710782951952,FALSE
hierarchical,12,4,Categorical,C6,Specificity,svmhiersyn,svm,0.9333224500758425,0.06667754992415753,0.11241708527356889,3,-0.04573953534941136,FALSE
hierarchical,12,4,Continuous,X2,MAE,carthiersyn,cart,1,0,0.03624893314921718,2,-0.03624893314921718,TRUE
hierarchical,12,4,Continuous,X2,MAE,parmhiersyn,parm,0.08518606988406292,0.914813930115937,0.2859974060380236,2,0.6288165240779134,FALSE
hierarchical,12,4,Continuous,X2,MAE,svmhiersyn,svm,0.236491528664906,0.286197609646007,0.11250251884461666,2,0.17369509080139034,FALSE
hierarchical,12,4,Continuous,X2,RMSE,carthiersyn,cart,1,0,0.08448767445852502,2,-0.08448767445852502,TRUE
hierarchical,12,4,Continuous,X2,RMSE,parmhiersyn,parm,0.10268185841834512,0.8973181415816549,0.2831099894285668,2,0.6142081521530881,FALSE
hierarchical,12,4,Continuous,X2,RMSE,svmhiersyn,svm,0.24150261735984754,0.4274381646722695,0.1604372669872031,2,0.2670008976850664,FALSE
hierarchical,12,4,Continuous,X2,R_squared,carthiersyn,cart,1,0,0.04271431840943937,2,-0.04271431840943937,TRUE
hierarchical,12,4,Continuous,X2,R_squared,parmhiersyn,parm,0.010779201040436408,0.9892207989595636,0.291613879939031,2,0.6976069190205326,FALSE
hierarchical,12,4,Continuous,X2,R_squared,svmhiersyn,svm,0.05955984801156242,0.3884519146367481,0.08443339618686878,2,0.3040185184498793,FALSE
hierarchical,12,4,Continuous,X4,MAE,carthiersyn,cart,1,0,0.09999650963035973,2,-0.09999650963035973,TRUE
hierarchical,12,4,Continuous,X4,MAE,parmhiersyn,parm,0.12453781146007391,0.8754621885399261,0.3252290241889811,2,0.550233164350945,FALSE
hierarchical,12,4,Continuous,X4,MAE,svmhiersyn,svm,0.23995114401313392,0.632742566161599,0.30192647543043993,2,0.33081609073115903,FALSE
hierarchical,12,4,Continuous,X4,RMSE,carthiersyn,cart,1,0,0.1603048143175725,2,-0.1603048143175725,TRUE
hierarchical,12,4,Continuous,X4,RMSE,parmhiersyn,parm,0.19251597700267262,0.8074840229973274,0.2949272324883603,2,0.5125567905089671,FALSE
hierarchical,12,4,Continuous,X4,RMSE,svmhiersyn,svm,0.2876801520784554,0.6697824722688555,0.34140774319651795,2,0.3283747290723375,FALSE
hierarchical,12,4,Continuous,X4,R_squared,carthiersyn,cart,1,0,0.10701775855625084,2,-0.10701775855625084,TRUE
hierarchical,12,4,Continuous,X4,R_squared,parmhiersyn,parm,0.03710052871088764,0.9628994712891124,0.34151137216895977,2,0.6213880991201526,FALSE
hierarchical,12,4,Continuous,X4,R_squared,svmhiersyn,svm,0.08267016788470505,0.8352417734570929,0.36486577649155916,2,0.4703759969655338,FALSE
hierarchical,12,4,Continuous,X6,MAE,carthiersyn,cart,1,0,0.035661688256185195,2,-0.035661688256185195,TRUE
hierarchical,12,4,Continuous,X6,MAE,parmhiersyn,parm,0.06547873391023547,0.9301200136600729,0.365937811557559,2,0.5641822021025139,FALSE
hierarchical,12,4,Continuous,X6,MAE,svmhiersyn,svm,0.16585650301226101,0.7698029433162137,0.2913536531570672,2,0.4784492901591465,FALSE
hierarchical,12,4,Continuous,X6,RMSE,carthiersyn,cart,1,0,0.11753933754101432,2,-0.11753933754101432,TRUE
hierarchical,12,4,Continuous,X6,RMSE,parmhiersyn,parm,0.08060834562532679,0.9193916543746732,0.37405562219609506,2,0.5453360321785781,FALSE
hierarchical,12,4,Continuous,X6,RMSE,svmhiersyn,svm,0.1409316616679697,0.8525649300526146,0.34903772230686914,2,0.5035272077457454,FALSE
hierarchical,12,4,Continuous,X6,R_squared,carthiersyn,cart,1,0,0.042922049654441866,2,-0.042922049654441866,TRUE
hierarchical,12,4,Continuous,X6,R_squared,parmhiersyn,parm,0.006558451472851262,0.9934415485271487,0.384874824991008,2,0.6085667235361407,FALSE
hierarchical,12,4,Continuous,X6,R_squared,svmhiersyn,svm,0.02003613552410767,0.9673843351379044,0.29916148667152836,2,0.6682228484663761,FALSE
hierarchical,12,5,Categorical,C2,Accuracy,bnhiersyn,bn,0.9159975828442806,0.08400241715571943,0.003803861452305601,3,0.08019855570341383,FALSE
hierarchical,12,5,Categorical,C2,Accuracy,carthiersyn,cart,1,0,0.0030927008471105595,3,-0.0030927008471105595,TRUE
hierarchical,12,5,Categorical,C2,Accuracy,parmhiersyn,parm,0.9566004815004815,0.04339951849951851,-0.11250208012577745,3,0.15590159862529596,FALSE
hierarchical,12,5,Categorical,C2,Accuracy,svmhiersyn,svm,0.9857011948011948,0.013522107679660023,0.015162049433653742,3,-0.0016399417539937188,FALSE
hierarchical,12,5,Categorical,C2,F1,bnhiersyn,bn,0.9145726755147301,0.0854273244852699,0.003218252613602143,3,0.08220907187166776,FALSE
hierarchical,12,5,Categorical,C2,F1,carthiersyn,cart,1,0,0.003301923969199468,3,-0.003301923969199468,TRUE
hierarchical,12,5,Categorical,C2,F1,parmhiersyn,parm,0.9564842141081454,0.043515785891854564,-0.1160874731129578,3,0.15960325900481237,FALSE
hierarchical,12,5,Categorical,C2,F1,svmhiersyn,svm,0.9857079811256813,0.013682500228893103,0.014437643682138046,3,-7.551434532449431e-4,FALSE
hierarchical,12,5,Categorical,C2,Specificity,bnhiersyn,bn,0.9841884207805295,0.015811579219470517,2.7560434814597476e-4,3,0.015535974871324543,FALSE
hierarchical,12,5,Categorical,C2,Specificity,carthiersyn,cart,1,0,6.653935832396855e-4,3,-6.653935832396855e-4,TRUE
hierarchical,12,5,Categorical,C2,Specificity,parmhiersyn,parm,0.9926149904667302,0.007385009533269815,-0.031883151211359276,3,0.03926816074462909,FALSE
hierarchical,12,5,Categorical,C2,Specificity,svmhiersyn,svm,0.997653019415688,0.002251589257825293,0.002342547885770019,3,-9.095862794472609e-5,FALSE
hierarchical,12,5,Categorical,C4,Accuracy,bnhiersyn,bn,0.7485255124601428,0.2509135745482728,0.09700766433467067,3,0.15390591021360212,FALSE
hierarchical,12,5,Categorical,C4,Accuracy,carthiersyn,cart,1,0,-0.00260753609268561,3,0.00260753609268561,TRUE
hierarchical,12,5,Categorical,C4,Accuracy,parmhiersyn,parm,0.7274628139974895,0.27253718600251053,0.035633572032288674,3,0.23690361397022186,FALSE
hierarchical,12,5,Categorical,C4,Accuracy,svmhiersyn,svm,0.9466301526025716,0.05336984739742845,0.08521857350458961,3,-0.03184872610716116,FALSE
hierarchical,12,5,Categorical,C4,F1,bnhiersyn,bn,0.7493262671097707,0.250379637077511,0.09743943802227652,3,0.15294019905523448,FALSE
hierarchical,12,5,Categorical,C4,F1,carthiersyn,cart,1,0,-0.002528405321434302,3,0.002528405321434302,TRUE
hierarchical,12,5,Categorical,C4,F1,parmhiersyn,parm,0.724864859192216,0.275135140807784,0.026305163717141825,3,0.2488299770906422,FALSE
hierarchical,12,5,Categorical,C4,F1,svmhiersyn,svm,0.9466032997248862,0.053396700275113784,0.08498268952943823,3,-0.031585989254324445,FALSE
hierarchical,12,5,Categorical,C4,Specificity,bnhiersyn,bn,0.8726719348294587,0.12577279933085028,0.05102547311909354,3,0.07474732621175674,FALSE
hierarchical,12,5,Categorical,C4,Specificity,carthiersyn,cart,1,0,3.062155457000861e-6,3,-3.062155457000861e-6,TRUE
hierarchical,12,5,Categorical,C4,Specificity,parmhiersyn,parm,0.8631830726193838,0.13681692738061624,0.01608628882239466,3,0.12073063855822158,FALSE
hierarchical,12,5,Categorical,C4,Specificity,svmhiersyn,svm,0.9727865876147713,0.027213412385228675,0.05251652127767166,3,-0.025303108892442985,FALSE
hierarchical,12,5,Categorical,C6,Accuracy,bnhiersyn,bn,0.6131334284731034,0.38686657152689663,0.10260290298372098,3,0.28426366854317564,FALSE
hierarchical,12,5,Categorical,C6,Accuracy,carthiersyn,cart,1,0,-0.002729848471555973,3,0.002729848471555973,TRUE
hierarchical,12,5,Categorical,C6,Accuracy,parmhiersyn,parm,0.6755763213855043,0.3244236786144957,0.01746141644021995,3,0.3069622621742758,FALSE
hierarchical,12,5,Categorical,C6,Accuracy,svmhiersyn,svm,0.8802013962210177,0.11979860377898233,0.12387181352671599,3,-0.004073209747733661,FALSE
hierarchical,12,5,Categorical,C6,F1,bnhiersyn,bn,0.6027432598935011,0.3972567401064989,0.0932211889682395,3,0.3040355511382594,FALSE
hierarchical,12,5,Categorical,C6,F1,carthiersyn,cart,1,0,-0.0037467999032904688,3,0.0037467999032904688,TRUE
hierarchical,12,5,Categorical,C6,F1,parmhiersyn,parm,0.6634926366790815,0.33650736332091846,-0.015640773598780165,3,0.35214813691969865,FALSE
hierarchical,12,5,Categorical,C6,F1,svmhiersyn,svm,0.8823592236155459,0.11764077638445414,0.10809036239717947,3,0.009550413987274672,FALSE
hierarchical,12,5,Categorical,C6,Specificity,bnhiersyn,bn,0.927214072489656,0.07278592751034396,0.01718651225431502,3,0.05559941525602894,FALSE
hierarchical,12,5,Categorical,C6,Specificity,carthiersyn,cart,1,0,-9.80915800889052e-4,3,9.80915800889052e-4,TRUE
hierarchical,12,5,Categorical,C6,Specificity,parmhiersyn,parm,0.9351293187798544,0.06487068122014561,0.004482011975076102,3,0.060388669245069505,FALSE
hierarchical,12,5,Categorical,C6,Specificity,svmhiersyn,svm,0.9767552306219953,0.02324476937800468,0.01994408048620732,3,0.003300688891797361,FALSE
hierarchical,12,5,Continuous,X2,MAE,carthiersyn,cart,1,0,0.023446873119818294,2,-0.023446873119818294,TRUE
hierarchical,12,5,Continuous,X2,MAE,parmhiersyn,parm,0.19249073837101047,0.792920990373303,0.23446488375018965,2,0.5584561066231133,FALSE
hierarchical,12,5,Continuous,X2,MAE,svmhiersyn,svm,0.4520704604911091,0.08981729521763429,0.08253790531175077,2,0.007279389905883518,FALSE
hierarchical,12,5,Continuous,X2,RMSE,carthiersyn,cart,1,0,0.04176085679658112,2,-0.04176085679658112,TRUE
hierarchical,12,5,Continuous,X2,RMSE,parmhiersyn,parm,0.26169125930054826,0.732737855454484,0.19289445256412624,2,0.5398434028903578,FALSE
hierarchical,12,5,Continuous,X2,RMSE,svmhiersyn,svm,0.5414122941389836,0.2366515880269374,0.15458020141480805,2,0.08207138661212934,FALSE
hierarchical,12,5,Continuous,X2,R_squared,carthiersyn,cart,1,0,0.040329525269500184,2,-0.040329525269500184,TRUE
hierarchical,12,5,Continuous,X2,R_squared,parmhiersyn,parm,0.06855323012643282,0.9199523743494737,0.28298991140295376,2,0.63696246294652,FALSE
hierarchical,12,5,Continuous,X2,R_squared,svmhiersyn,svm,0.2932476123186228,0.3150078515888425,0.12932414181872307,2,0.18568370977011942,FALSE
hierarchical,12,5,Continuous,X4,MAE,carthiersyn,cart,1,0,0.01421553886826468,2,-0.01421553886826468,TRUE
hierarchical,12,5,Continuous,X4,MAE,parmhiersyn,parm,0.12482719585457817,0.8751728041454219,0.2859915075632243,2,0.5891812965821976,FALSE
hierarchical,12,5,Continuous,X4,MAE,svmhiersyn,svm,0.30214136746785436,0.653595354495606,0.2182010346199919,2,0.4353943198756141,FALSE
hierarchical,12,5,Continuous,X4,RMSE,carthiersyn,cart,1,0,0.018058645605033022,2,-0.018058645605033022,TRUE
hierarchical,12,5,Continuous,X4,RMSE,parmhiersyn,parm,0.15784297823923524,0.8421570217607648,0.30918671105479506,2,0.5329703107059698,FALSE
hierarchical,12,5,Continuous,X4,RMSE,svmhiersyn,svm,0.25525633533978187,0.7415958993941938,0.25044388114748517,2,0.4911520182467086,FALSE
hierarchical,12,5,Continuous,X4,R_squared,carthiersyn,cart,1,0,0.008282659632959093,2,-0.008282659632959093,TRUE
hierarchical,12,5,Continuous,X4,R_squared,parmhiersyn,parm,0.025076694597732988,0.974923305402267,0.3471994202209949,2,0.6277238851812721,FALSE
hierarchical,12,5,Continuous,X4,R_squared,svmhiersyn,svm,0.0655380123754861,0.9285292816070388,0.2018868541936658,2,0.726642427413373,FALSE
hierarchical,12,5,Continuous,X6,MAE,carthiersyn,cart,1,0,0.06289345213728258,2,-0.06289345213728258,TRUE
hierarchical,12,5,Continuous,X6,MAE,parmhiersyn,parm,0.07184000279138945,0.9180811769367176,0.32593241615130275,2,0.5921487607854149,FALSE
hierarchical,12,5,Continuous,X6,MAE,svmhiersyn,svm,0.28765191920174216,0.7123480807982578,0.25252781623865883,2,0.459820264559599,FALSE
hierarchical,12,5,Continuous,X6,RMSE,carthiersyn,cart,1,0,0.23449973362062193,2,-0.23449973362062193,TRUE
hierarchical,12,5,Continuous,X6,RMSE,parmhiersyn,parm,0.08574227893824887,0.9142577210617511,0.3219257664340329,2,0.5923319546277181,FALSE
hierarchical,12,5,Continuous,X6,RMSE,svmhiersyn,svm,0.2955549238767653,0.7044450761232347,0.2946619920540712,2,0.40978308406916353,FALSE
hierarchical,12,5,Continuous,X6,R_squared,carthiersyn,cart,1,0,0.18331165244453246,2,-0.18331165244453246,TRUE
hierarchical,12,5,Continuous,X6,R_squared,parmhiersyn,parm,0.007517517546117167,0.9924824824538828,0.3965935829209775,2,0.5958888995329052,FALSE
hierarchical,12,5,Continuous,X6,R_squared,svmhiersyn,svm,0.08925197342466705,0.9107480265753329,0.21736816605445325,2,0.6933798605208796,FALSE
hierarchical,18,1,Categorical,C3,Accuracy,bnhiersyn,bn,0.7230591701505111,0.27694082984948887,0.009477133674215522,3,0.2674636961752733,FALSE
hierarchical,18,1,Categorical,C3,Accuracy,carthiersyn,cart,1,0,-0.0017765411376911013,3,0.0017765411376911013,TRUE
hierarchical,18,1,Categorical,C3,Accuracy,parmhiersyn,parm,0.8803626462206005,0.11963735377939955,-2.7888864032585194e-4,3,0.1199162424197254,FALSE
