Data_Type,p,mc,TargetType,Target,Metric,Synthesis_Model,Synth_Family,matched_rel_orig,matched_delta,off_diagonal_delta,n_off_diagonal,diagonal_advantage,ceiling_constrained
hierarchical,18,5,Continuous,X3,R_squared,carthiersyn,cart,1,0,0.04637225890234494,2,-0.04637225890234494,TRUE
hierarchical,18,5,Continuous,X3,R_squared,parmhiersyn,parm,0.32201571276013263,0.6779842872398674,0.07480137079779423,2,0.6031829164420731,FALSE
hierarchical,18,5,Continuous,X3,R_squared,svmhiersyn,svm,0.5434672383973816,0.30906957943935304,0.15435538652868866,2,0.15471419291066438,FALSE
hierarchical,18,5,Continuous,X6,MAE,carthiersyn,cart,1,0,0.062085518778056056,2,-0.062085518778056056,TRUE
hierarchical,18,5,Continuous,X6,MAE,parmhiersyn,parm,0.07647856268158076,0.9235214373184193,0.33292037658883794,2,0.5906010607295813,FALSE
hierarchical,18,5,Continuous,X6,MAE,svmhiersyn,svm,0.24593464643438995,0.6726870906847868,0.2586146500304869,2,0.41407244065429993,FALSE
hierarchical,18,5,Continuous,X6,RMSE,carthiersyn,cart,1,0,0.2358947687304788,2,-0.2358947687304788,TRUE
hierarchical,18,5,Continuous,X6,RMSE,parmhiersyn,parm,0.09128738349243223,0.9087126165075677,0.3138586858653449,2,0.5948539306422229,FALSE
hierarchical,18,5,Continuous,X6,RMSE,svmhiersyn,svm,0.26485455834842303,0.6975280702876694,0.2834701914087541,2,0.41405787887891526,FALSE
hierarchical,18,5,Continuous,X6,R_squared,carthiersyn,cart,1,0,0.16891978337479052,2,-0.16891978337479052,TRUE
hierarchical,18,5,Continuous,X6,R_squared,parmhiersyn,parm,0.008518637745142648,0.9914813622548574,0.36094624766211336,2,0.630535114592744,FALSE
hierarchical,18,5,Continuous,X6,R_squared,svmhiersyn,svm,0.07175628256779394,0.8552383452744748,0.21248104068079207,2,0.6427573045936827,FALSE
hierarchical,18,5,Continuous,X9,MAE,carthiersyn,cart,1,0,0.022249866775460335,2,-0.022249866775460335,TRUE
hierarchical,18,5,Continuous,X9,MAE,parmhiersyn,parm,0.09735819554024333,0.9026418044597566,0.3286886195173065,2,0.5739531849424502,FALSE
hierarchical,18,5,Continuous,X9,MAE,svmhiersyn,svm,0.23794243658697936,0.7620575634130207,0.29887874847481893,2,0.46317881493820173,FALSE
hierarchical,18,5,Continuous,X9,RMSE,carthiersyn,cart,1,0,0.03836691290399301,2,-0.03836691290399301,TRUE
hierarchical,18,5,Continuous,X9,RMSE,parmhiersyn,parm,0.11611671334125379,0.8838832866587463,0.3116836403286083,2,0.572199646330138,FALSE
hierarchical,18,5,Continuous,X9,RMSE,svmhiersyn,svm,0.2564679284488655,0.7435320715511344,0.29139387410740103,2,0.4521381974437334,FALSE
hierarchical,18,5,Continuous,X9,R_squared,carthiersyn,cart,1,0,0.018251047531969666,2,-0.018251047531969666,TRUE
hierarchical,18,5,Continuous,X9,R_squared,parmhiersyn,parm,0.013511888471691779,0.9864881115283082,0.3524628139553475,2,0.6340252975729607,FALSE
hierarchical,18,5,Continuous,X9,R_squared,svmhiersyn,svm,0.06582071446530852,0.9341792855346915,0.220353184042618,2,0.7138261014920735,FALSE
parametric,6,1,Categorical,C1,Accuracy,bnlinsyn,bn,0.7103873735509302,0.2870614981311173,0.15033401728256204,3,0.13672748084855527,FALSE
parametric,6,1,Categorical,C1,Accuracy,cartlinsyn,cart,0.7627695397572485,0.23268854645277226,0.12586874814137256,3,0.1068197983113997,FALSE
parametric,6,1,Categorical,C1,Accuracy,parmlinsyn,parm,1,-3.484695406045013e-4,0.2077147607212781,3,-0.2080632302618826,FALSE
parametric,6,1,Categorical,C1,Accuracy,svmlinsyn,svm,0.7780404524925456,0.2219595475074544,0.1572885698611159,3,0.0646709776463385,FALSE
parametric,6,1,Categorical,C1,F1,bnlinsyn,bn,0.6054771244847241,0.39070225037488415,0.22135041018881643,3,0.16935184018606772,FALSE
parametric,6,1,Categorical,C1,F1,cartlinsyn,cart,0.6283625367514691,0.37163746324853086,0.14096889043808736,3,0.2306685728104435,FALSE
parametric,6,1,Categorical,C1,F1,parmlinsyn,parm,1,-0.00804478218240352,0.26681082065266687,3,-0.2748556028350704,FALSE
parametric,6,1,Categorical,C1,F1,svmlinsyn,svm,0.6552033228801653,0.32816263773157883,0.20905161445231607,3,0.11911102327926276,FALSE
parametric,6,1,Categorical,C1,Specificity,bnlinsyn,bn,0.9300382510720697,0.06962218122133206,0.03536743496445284,3,0.034254746256879215,FALSE
parametric,6,1,Categorical,C1,Specificity,cartlinsyn,cart,0.9445382065171682,0.055461793482831756,0.026170339120104927,3,0.02929145436272683,FALSE
parametric,6,1,Categorical,C1,Specificity,parmlinsyn,parm,1,0,0.04572972174704996,3,-0.04572972174704996,TRUE
parametric,6,1,Categorical,C1,Specificity,svmlinsyn,svm,0.9478952610403162,0.048177249954971725,0.02944806203299201,3,0.018729187921979716,FALSE
parametric,6,1,Categorical,C2,Accuracy,bnlinsyn,bn,0.9033896083986752,0.09582954391363974,0.05070969559994723,3,0.04511984831369251,FALSE
parametric,6,1,Categorical,C2,Accuracy,cartlinsyn,cart,0.9105776823460298,0.07541686171485,0.04096474879948169,3,0.03445211291536831,FALSE
parametric,6,1,Categorical,C2,Accuracy,parmlinsyn,parm,1,0,0.0649822392631753,3,-0.0649822392631753,TRUE
parametric,6,1,Categorical,C2,Accuracy,svmlinsyn,svm,0.9323776749492524,0.06758020795300905,0.04587527185120977,3,0.02170493610179928,FALSE
parametric,6,1,Categorical,C2,F1,bnlinsyn,bn,0.8356638758202275,0.16389295660146866,0.09412056674927217,3,0.06977238985219648,FALSE
parametric,6,1,Categorical,C2,F1,cartlinsyn,cart,0.8469577211572845,0.1441562857809362,0.08254142861827644,3,0.061614857162659756,FALSE
parametric,6,1,Categorical,C2,F1,parmlinsyn,parm,1,0,0.1202015541820664,3,-0.1202015541820664,TRUE
parametric,6,1,Categorical,C2,F1,svmlinsyn,svm,0.8617880974137813,0.13821190258621874,0.0743726572164542,3,0.06383924536976454,FALSE
parametric,6,1,Categorical,C2,Specificity,bnlinsyn,bn,0.9410095999737905,0.05885434528113318,0.03327538976536103,3,0.025578955515772155,FALSE
parametric,6,1,Categorical,C2,Specificity,cartlinsyn,cart,0.9460802010675027,0.04853164039402069,0.026082200986208146,3,0.022449439407812546,FALSE
parametric,6,1,Categorical,C2,Specificity,parmlinsyn,parm,1,0,0.03818665048710934,3,-0.03818665048710934,TRUE
parametric,6,1,Categorical,C2,Specificity,svmlinsyn,svm,0.9494483742890761,0.05003713630408737,0.029682991484695314,3,0.020354144819392055,FALSE
parametric,6,1,Categorical,C3,Accuracy,bnlinsyn,bn,0.9324619742399379,0.06373135955867026,0.0077608030184352994,3,0.055970556540234966,FALSE
parametric,6,1,Categorical,C3,Accuracy,cartlinsyn,cart,0.9773323331788754,0.014299514684437086,0.0015532890090551883,3,0.012746225675381898,FALSE
parametric,6,1,Categorical,C3,Accuracy,parmlinsyn,parm,1,0,-0.0021850112316869953,3,0.0021850112316869953,TRUE
parametric,6,1,Categorical,C3,Accuracy,svmlinsyn,svm,0.9945844967473416,-0.3562080785274315,-0.24971572458922678,3,-0.10649235393820475,FALSE
parametric,6,1,Categorical,C3,F1,bnlinsyn,bn,0.9287969799580724,0.06869780470646095,0.0084735762840501,3,0.06022422842241085,FALSE
parametric,6,1,Categorical,C3,F1,cartlinsyn,cart,0.97139525233984,0.01845063251726322,0.002166735056113748,3,0.01628389746114947,FALSE
parametric,6,1,Categorical,C3,F1,parmlinsyn,parm,1,0,-0.002269456331440778,3,0.002269456331440778,TRUE
parametric,6,1,Categorical,C3,F1,svmlinsyn,svm,0.9923293953313195,-0.3650663490698974,-0.26070992761720513,3,-0.10435642145269225,FALSE
parametric,6,1,Categorical,C3,Specificity,bnlinsyn,bn,0.9807679197469686,0.018789734208446696,0.0018881237815394118,3,0.016901610426907285,FALSE
parametric,6,1,Categorical,C3,Specificity,cartlinsyn,cart,0.9936029541418062,0.0030380934492772126,0.0018308976987884435,3,0.001207195750488769,FALSE
parametric,6,1,Categorical,C3,Specificity,parmlinsyn,parm,1,0,4.556003045447603e-5,3,-4.556003045447603e-5,TRUE
parametric,6,1,Categorical,C3,Specificity,svmlinsyn,svm,0.996781187715395,-0.203244187546989,-0.16091994157578415,3,-0.04232424597120485,FALSE
parametric,6,1,Continuous,X1,MAE,cartlinsyn,cart,0.9156001083091677,0.05107612735106477,0.01959056166039017,2,0.03148556569067461,FALSE
parametric,6,1,Continuous,X1,MAE,parmlinsyn,parm,1,0,0.02865436964149446,2,-0.02865436964149446,TRUE
parametric,6,1,Continuous,X1,MAE,svmlinsyn,svm,0.9568029308634693,-0.500448808788285,-0.2740667905266139,2,-0.2263820182616711,FALSE
parametric,6,1,Continuous,X1,RMSE,cartlinsyn,cart,0.9143171056528282,0.05184056438395022,0.02204656611731428,2,0.029793998266635938,FALSE
parametric,6,1,Continuous,X1,RMSE,parmlinsyn,parm,1,0,0.02873753448007528,2,-0.02873753448007528,TRUE
parametric,6,1,Continuous,X1,RMSE,svmlinsyn,svm,0.9491534996982812,-0.41054511772616625,-0.21130132060127366,2,-0.1992437971248926,FALSE
parametric,6,1,Continuous,X1,R_squared,cartlinsyn,cart,0.8357001964405529,0.09767923540460095,0.04351357613034788,2,0.054165659274253077,FALSE
parametric,6,1,Continuous,X1,R_squared,parmlinsyn,parm,1,0,0.05527243252508686,2,-0.05527243252508686,TRUE
parametric,6,1,Continuous,X1,R_squared,svmlinsyn,svm,0.9002622293883786,-0.6089511457150346,-0.2965195785945984,2,-0.31243156712043624,FALSE
parametric,6,1,Continuous,X2,MAE,cartlinsyn,cart,0.8969478833042781,0.07121344302355208,0.02761997267923908,2,0.043593470344313,FALSE
parametric,6,1,Continuous,X2,MAE,parmlinsyn,parm,1,0,0.046498385319503094,2,-0.046498385319503094,TRUE
parametric,6,1,Continuous,X2,MAE,svmlinsyn,svm,0.9428404837626421,-0.10580001224679483,-0.05773390487185935,2,-0.04806610737493548,FALSE
parametric,6,1,Continuous,X2,RMSE,cartlinsyn,cart,0.8942607693581451,0.07363974451732498,0.02861270466366537,2,0.04502703985365961,FALSE
parametric,6,1,Continuous,X2,RMSE,parmlinsyn,parm,1,0,0.04879575365967499,2,-0.04879575365967499,TRUE
parametric,6,1,Continuous,X2,RMSE,svmlinsyn,svm,0.9373183501396729,-0.08188560069839317,-0.03965682718153646,2,-0.04222877351685671,FALSE
parametric,6,1,Continuous,X2,R_squared,cartlinsyn,cart,0.7993812538136381,0.13747511556963285,0.05520498144059125,2,0.0822701341290416,FALSE
parametric,6,1,Continuous,X2,R_squared,parmlinsyn,parm,1,0,0.09204010173752952,2,-0.09204010173752952,TRUE
parametric,6,1,Continuous,X2,R_squared,svmlinsyn,svm,0.8791597475844787,-0.1466068996547491,-0.06757855647909666,2,-0.07902834317565244,FALSE
parametric,6,1,Continuous,X3,MAE,cartlinsyn,cart,0.8625931158275655,0.07167968422294232,0.022966899790201823,2,0.048712784432740505,FALSE
parametric,6,1,Continuous,X3,MAE,parmlinsyn,parm,1,0,0.030442309600348192,2,-0.030442309600348192,TRUE
parametric,6,1,Continuous,X3,MAE,svmlinsyn,svm,0.9511326416629755,0.04639777021478595,0.05618575744690722,2,-0.009787987232121272,FALSE
parametric,6,1,Continuous,X3,RMSE,cartlinsyn,cart,0.8572396385674631,0.07461202359536803,0.026148971417964607,2,0.048463052177403425,FALSE
parametric,6,1,Continuous,X3,RMSE,parmlinsyn,parm,1,0,0.033252423564707166,2,-0.033252423564707166,TRUE
parametric,6,1,Continuous,X3,RMSE,svmlinsyn,svm,0.941944611660066,0.046522621703046066,0.06093657182107015,2,-0.014413950118024085,FALSE
parametric,6,1,Continuous,X3,R_squared,cartlinsyn,cart,0.734424945667035,0.1338651096042276,0.05081480679314456,2,0.08305030281108303,FALSE
parametric,6,1,Continuous,X3,R_squared,parmlinsyn,parm,1,0,0.0617227511403725,2,-0.0617227511403725,TRUE
parametric,6,1,Continuous,X3,R_squared,svmlinsyn,svm,0.8872331524903568,0.09065532660607914,0.11216482859514407,2,-0.021509501989064927,FALSE
parametric,6,2,Categorical,C1,Accuracy,bnlinsyn,bn,0.7922085092434633,0.18975664121398278,0.0684647264846126,3,0.12129191472937018,FALSE
parametric,6,2,Categorical,C1,Accuracy,cartlinsyn,cart,0.8763067284208969,0.11289269616398219,0.051592180369893936,3,0.06130051579408825,FALSE
parametric,6,2,Categorical,C1,Accuracy,parmlinsyn,parm,1,0,0.10006580372399054,3,-0.10006580372399054,TRUE
parametric,6,2,Categorical,C1,Accuracy,svmlinsyn,svm,0.9116712483720086,0.0717661799626756,0.09271611793194905,3,-0.02094993796927344,FALSE
parametric,6,2,Categorical,C1,F1,bnlinsyn,bn,0.7136306861756461,0.26464479280629255,0.09023396220635484,3,0.17441083059993773,FALSE
parametric,6,2,Categorical,C1,F1,cartlinsyn,cart,0.8325305039028679,0.1505601265017861,0.06387504114629,3,0.0866850853554961,FALSE
parametric,6,2,Categorical,C1,F1,parmlinsyn,parm,1,0,0.1287798735193145,3,-0.1287798735193145,TRUE
parametric,6,2,Categorical,C1,F1,svmlinsyn,svm,0.8809388623292427,0.022154054228289578,0.06858071929173803,3,-0.04642666506344846,FALSE
parametric,6,2,Categorical,C1,Specificity,bnlinsyn,bn,0.9290635480555599,0.0674934847127329,0.015506831193690186,3,0.05198665351904272,FALSE
parametric,6,2,Categorical,C1,Specificity,cartlinsyn,cart,0.9742055934629624,0.0230197638009235,0.01376520832878186,3,0.00925455547214164,FALSE
parametric,6,2,Categorical,C1,Specificity,parmlinsyn,parm,1,0,0.024793514495129027,3,-0.024793514495129027,TRUE
parametric,6,2,Categorical,C1,Specificity,svmlinsyn,svm,0.9765366633135647,-0.008270260957541464,0.013784437895183391,3,-0.022054698852724854,FALSE
parametric,6,2,Categorical,C2,Accuracy,bnlinsyn,bn,0.867156079028028,0.12867830635926694,0.022108113561237822,3,0.10657019279802912,FALSE
parametric,6,2,Categorical,C2,Accuracy,cartlinsyn,cart,0.9559849764979199,0.041635938556367116,0.015942245740439898,3,0.02569369281592722,FALSE
parametric,6,2,Categorical,C2,Accuracy,parmlinsyn,parm,1,0,0.03486102414616017,3,-0.03486102414616017,TRUE
parametric,6,2,Categorical,C2,Accuracy,svmlinsyn,svm,0.9649161916527438,-0.09376975323874459,-0.09634110461135151,3,0.002571351372606917,FALSE
parametric,6,2,Categorical,C2,F1,bnlinsyn,bn,0.7970725995921358,0.1955650547895664,0.038736062510722896,3,0.1568289922788435,FALSE
parametric,6,2,Categorical,C2,F1,cartlinsyn,cart,0.9207891931467652,0.07921080685323478,0.03140266291727367,3,0.04780814393596111,FALSE
parametric,6,2,Categorical,C2,F1,parmlinsyn,parm,1,0,0.06574218743982019,3,-0.06574218743982019,TRUE
parametric,6,2,Categorical,C2,F1,svmlinsyn,svm,0.9256263859695174,-0.08093224986174977,-0.08465534499640505,3,0.0037230951346552826,FALSE
parametric,6,2,Categorical,C2,Specificity,bnlinsyn,bn,0.9220700845355481,0.0711924280797209,0.006278157247269316,3,0.06491427083245158,FALSE
parametric,6,2,Categorical,C2,Specificity,cartlinsyn,cart,0.9846713529393482,0.015040396888718366,0.011568861194203122,3,0.0034715356945152435,FALSE
parametric,6,2,Categorical,C2,Specificity,parmlinsyn,parm,1,-3.4652029124035975e-4,0.020109214639812314,3,-0.020455734931052676,FALSE
parametric,6,2,Categorical,C2,Specificity,svmlinsyn,svm,0.9805416439886181,-0.03962147385689237,-0.09359739754987095,3,0.053975923692978586,FALSE
parametric,6,2,Categorical,C3,Accuracy,bnlinsyn,bn,0.8498740162459678,0.14710517214915994,0.013721643840755974,3,0.13338352830840397,FALSE
parametric,6,2,Categorical,C3,Accuracy,cartlinsyn,cart,0.9617170013081032,0.026866657450875665,0.009295575433332363,3,0.017571082017543302,FALSE
parametric,6,2,Categorical,C3,Accuracy,parmlinsyn,parm,1,0,0.004772924699469912,3,-0.004772924699469912,TRUE
parametric,6,2,Categorical,C3,Accuracy,svmlinsyn,svm,0.9876742586007098,0.012217674218540697,0.050855866287830974,3,-0.03863819206929028,FALSE
parametric,6,2,Categorical,C3,F1,bnlinsyn,bn,0.8079173394243301,0.1854358196796302,0.0081172801689874,3,0.17731853951064278,FALSE
parametric,6,2,Categorical,C3,F1,cartlinsyn,cart,0.944692127086414,0.039435315833535656,0.019418583688116168,3,0.020016732145419488,FALSE
parametric,6,2,Categorical,C3,F1,parmlinsyn,parm,1,0,0.01427976517481578,3,-0.01427976517481578,TRUE
parametric,6,2,Categorical,C3,F1,svmlinsyn,svm,0.9791420120845831,0.020727633182201964,0.07066984240593602,3,-0.04994220922373405,FALSE
parametric,6,2,Categorical,C3,Specificity,bnlinsyn,bn,0.9679904434297233,0.028693743257249514,0.0033025584255512203,3,0.025391184831698294,FALSE
parametric,6,2,Categorical,C3,Specificity,cartlinsyn,cart,0.988132275102097,0.008868811247878661,0.004876153788892486,3,0.003992657458986175,FALSE
parametric,6,2,Categorical,C3,Specificity,parmlinsyn,parm,1,0,0.002368372586001562,3,-0.002368372586001562,TRUE
parametric,6,2,Categorical,C3,Specificity,svmlinsyn,svm,0.9951055403629065,0.004894459637093451,0.008755955200731943,3,-0.0038614955636384913,FALSE
parametric,6,2,Continuous,X1,MAE,cartlinsyn,cart,0.7648714516732132,0.1198654806076989,0.029952525886536973,2,0.08991295472116193,FALSE
parametric,6,2,Continuous,X1,MAE,parmlinsyn,parm,1,0,0.051242544232232526,2,-0.051242544232232526,TRUE
parametric,6,2,Continuous,X1,MAE,svmlinsyn,svm,0.9373058476630642,-0.2600959737834105,-0.05476585836727485,2,-0.20533011541613563,FALSE
parametric,6,2,Continuous,X1,RMSE,cartlinsyn,cart,0.7609315256776015,0.11883239208329044,0.03616061479413385,2,0.08267177728915659,FALSE
parametric,6,2,Continuous,X1,RMSE,parmlinsyn,parm,1,0,0.055822984324871164,2,-0.055822984324871164,TRUE
parametric,6,2,Continuous,X1,RMSE,svmlinsyn,svm,0.918064457374723,-0.04162400613856696,0.02157670227326805,2,-0.063200708411835,FALSE
parametric,6,2,Continuous,X1,R_squared,cartlinsyn,cart,0.5788384440304967,0.19507997810033703,0.07000776860728505,2,0.12507220949305198,FALSE
parametric,6,2,Continuous,X1,R_squared,parmlinsyn,parm,1,0,0.09892354171980627,2,-0.09892354171980627,TRUE
parametric,6,2,Continuous,X1,R_squared,svmlinsyn,svm,0.8418469559406162,-0.072687541775217,0.034029109577101924,2,-0.10671665135231892,FALSE
parametric,6,2,Continuous,X2,MAE,cartlinsyn,cart,0.7817476786054415,0.07180943424377398,0.014678753294169677,2,0.0571306809496043,FALSE
parametric,6,2,Continuous,X2,MAE,parmlinsyn,parm,1,0,0.013632209563612918,2,-0.013632209563612918,TRUE
parametric,6,2,Continuous,X2,MAE,svmlinsyn,svm,0.9687340800930662,0.008303182094220185,0.08404156658764969,2,-0.07573838449342951,FALSE
parametric,6,2,Continuous,X2,RMSE,cartlinsyn,cart,0.7663343344214479,0.08703270603459586,0.025918502523185217,2,0.06111420351141064,FALSE
parametric,6,2,Continuous,X2,RMSE,parmlinsyn,parm,1,0,0.029851595373960385,2,-0.029851595373960385,TRUE
parametric,6,2,Continuous,X2,RMSE,svmlinsyn,svm,0.9392706680358075,0.0607293319641925,0.08739565562307786,2,-0.026666323658885355,FALSE
parametric,6,2,Continuous,X2,R_squared,cartlinsyn,cart,0.5878400227608441,0.14064083084078466,0.04962194419333264,2,0.09101888664745202,FALSE
parametric,6,2,Continuous,X2,R_squared,parmlinsyn,parm,1,0,0.05318670222548112,2,-0.05318670222548112,TRUE
parametric,6,2,Continuous,X2,R_squared,svmlinsyn,svm,0.8835038158720333,0.1164961841279667,0.14765260952096226,2,-0.031156425392995568,FALSE
parametric,6,2,Continuous,X3,MAE,cartlinsyn,cart,0.7072936057574809,0.05810147921059543,0.012080374014792939,2,0.04602110519580249,FALSE
parametric,6,2,Continuous,X3,MAE,parmlinsyn,parm,1,0,0.011136516460634117,2,-0.011136516460634117,TRUE
parametric,6,2,Continuous,X3,MAE,svmlinsyn,svm,0.9664916914813455,0.033508308518654495,0.13330315027866244,2,-0.09979484176000794,FALSE
parametric,6,2,Continuous,X3,RMSE,cartlinsyn,cart,0.6918233104724137,0.06882880001590926,0.04040184588550758,2,0.028426954130401673,FALSE
parametric,6,2,Continuous,X3,RMSE,parmlinsyn,parm,1,0,0.04066241305564407,2,-0.04066241305564407,TRUE
parametric,6,2,Continuous,X3,RMSE,svmlinsyn,svm,0.881586729538145,0.11841327046185501,0.14298329465732773,2,-0.024570024195472717,FALSE
parametric,6,2,Continuous,X3,R_squared,cartlinsyn,cart,0.47915932991525356,0.09889479624482686,0.07832860726214935,2,0.020566188982677508,FALSE
parametric,6,2,Continuous,X3,R_squared,parmlinsyn,parm,1,0,0.07534291411862618,2,-0.07534291411862618,TRUE
parametric,6,2,Continuous,X3,R_squared,svmlinsyn,svm,0.7693482984676585,0.2306517015323415,0.2373904433536309,2,-0.006738741821289418,FALSE
parametric,6,3,Categorical,C1,Accuracy,bnlinsyn,bn,0.7665963850415978,0.22372593169131463,0.12564820715734926,3,0.09807772453396538,FALSE
parametric,6,3,Categorical,C1,Accuracy,cartlinsyn,cart,0.8008988290488864,0.19869590910464477,0.11368843584225054,3,0.08500747326239423,FALSE
parametric,6,3,Categorical,C1,Accuracy,parmlinsyn,parm,1,0,0.17479093407001695,3,-0.17479093407001695,TRUE
parametric,6,3,Categorical,C1,Accuracy,svmlinsyn,svm,0.8154169349054895,-0.0852182491357617,-0.14196606757624622,3,0.056747818440484515,FALSE
parametric,6,3,Categorical,C1,F1,bnlinsyn,bn,0.7367537161841474,0.2632462838158526,0.09426962021870622,3,0.16897666359714636,FALSE
parametric,6,3,Categorical,C1,F1,cartlinsyn,cart,0.7610395864813138,0.2380414238675738,0.10569612454527307,3,0.1323452993223007,FALSE
parametric,6,3,Categorical,C1,F1,parmlinsyn,parm,1,0,0.16703758456837958,3,-0.16703758456837958,TRUE
parametric,6,3,Categorical,C1,F1,svmlinsyn,svm,0.7835928395778787,-0.06603246394678434,-0.1438184584449749,3,0.07778599449819056,FALSE
parametric,6,3,Categorical,C1,Specificity,bnlinsyn,bn,0.8765501686336318,0.12151333865297562,0.058998197625117335,3,0.06251514102785828,FALSE
parametric,6,3,Categorical,C1,Specificity,cartlinsyn,cart,0.9021338960088023,0.0976069218600932,0.05123187996542509,3,0.046375041894668116,FALSE
parametric,6,3,Categorical,C1,Specificity,parmlinsyn,parm,1,0,0.0784517229082588,3,-0.0784517229082588,TRUE
parametric,6,3,Categorical,C1,Specificity,svmlinsyn,svm,0.9123932562803205,0.02341264403138841,-0.0011780638616128564,3,0.024590707893001267,FALSE
parametric,6,3,Categorical,C2,Accuracy,bnlinsyn,bn,0.8667723824572454,0.127956079590566,0.056219139814312945,3,0.07173693977625306,FALSE
parametric,6,3,Categorical,C2,Accuracy,cartlinsyn,cart,0.9047768380400268,0.09403690470806536,0.04375537373608084,3,0.05028153097198452,FALSE
parametric,6,3,Categorical,C2,Accuracy,parmlinsyn,parm,1,0,0.06536357643356747,3,-0.06536357643356747,TRUE
parametric,6,3,Categorical,C2,Accuracy,svmlinsyn,svm,0.9194381764713081,0.0805618235286919,0.042187451203169114,3,0.038374372325522786,FALSE
parametric,6,3,Categorical,C2,F1,bnlinsyn,bn,0.8615129251882593,0.10910611036456361,0.07052475367509764,3,0.03858135668946597,FALSE
parametric,6,3,Categorical,C2,F1,cartlinsyn,cart,0.8623922066005408,0.13600084179311378,0.05175612119083303,3,0.08424472060228075,FALSE
parametric,6,3,Categorical,C2,F1,parmlinsyn,parm,1,0,0.09957977645007204,3,-0.09957977645007204,TRUE
parametric,6,3,Categorical,C2,F1,svmlinsyn,svm,0.8841293660196374,0.11587063398036257,0.01059649069077897,3,0.1052741432895836,FALSE
parametric,6,3,Categorical,C2,Specificity,bnlinsyn,bn,0.9638876287755456,0.024264236894656666,0.017558517014024725,3,0.006705719880631941,FALSE
parametric,6,3,Categorical,C2,Specificity,cartlinsyn,cart,0.9646990353623003,0.03519485403411724,0.013029245032971041,3,0.0221656090011462,FALSE
parametric,6,3,Categorical,C2,Specificity,parmlinsyn,parm,1,0,0.025898288190792998,3,-0.025898288190792998,TRUE
parametric,6,3,Categorical,C2,Specificity,svmlinsyn,svm,0.9713954882900377,0.028604511709962255,0.005724806678712824,3,0.02287970503124943,FALSE
parametric,6,3,Categorical,C3,Accuracy,bnlinsyn,bn,0.9333292260055851,0.058566109338603026,0.007595368415162684,3,0.05097074092344034,FALSE
parametric,6,3,Categorical,C3,Accuracy,cartlinsyn,cart,0.9799615140083946,0.012408422401031616,0.0020392644117074605,3,0.010369157989324156,FALSE
parametric,6,3,Categorical,C3,Accuracy,parmlinsyn,parm,1,0,-0.0014177304835473416,3,0.0014177304835473416,TRUE
parametric,6,3,Categorical,C3,Accuracy,svmlinsyn,svm,0.9883467036595108,0.004064580545790864,2.1163206835483892e-4,3,0.003852948477436025,FALSE
parametric,6,3,Categorical,C3,F1,bnlinsyn,bn,0.9254120700638508,0.06793670673637545,0.013276256744764047,3,0.0546604499916114,FALSE
parametric,6,3,Categorical,C3,F1,cartlinsyn,cart,0.970460863328416,0.0207910194264614,0.006634264687985307,3,0.014156754738476092,FALSE
parametric,6,3,Categorical,C3,F1,parmlinsyn,parm,1,0,7.159485079472578e-4,3,-7.159485079472578e-4,TRUE
parametric,6,3,Categorical,C3,F1,svmlinsyn,svm,0.9779866582803937,0.004029058949863296,-0.001283943286600205,3,0.0053130022364635005,FALSE
parametric,6,3,Categorical,C3,Specificity,bnlinsyn,bn,0.9833095946788681,0.014365337198696948,0.00284385077139111,3,0.011521486427305837,FALSE
parametric,6,3,Categorical,C3,Specificity,cartlinsyn,cart,0.9930919670374242,0.005316301067192985,0.0022571211784931638,3,0.0030591798886998216,FALSE
parametric,6,3,Categorical,C3,Specificity,parmlinsyn,parm,1,0,6.401237152559247e-4,3,-6.401237152559247e-4,TRUE
parametric,6,3,Categorical,C3,Specificity,svmlinsyn,svm,0.9948202221078083,0.0042693057115865685,0.004395009493961485,3,-1.2570378237491617e-4,FALSE
parametric,6,3,Continuous,X1,MAE,cartlinsyn,cart,0.8787992036488794,0.028003051176461957,0.010500580174628094,2,0.017502471001833865,FALSE
parametric,6,3,Continuous,X1,MAE,parmlinsyn,parm,1,0,0.007044756532369256,2,-0.007044756532369256,TRUE
parametric,6,3,Continuous,X1,MAE,svmlinsyn,svm,0.9682335139326983,-0.33559952569068174,-0.1561466480184956,2,-0.17945287767218615,FALSE
parametric,6,3,Continuous,X1,RMSE,cartlinsyn,cart,0.879081126608618,0.030661562123170793,0.006305161643768087,2,0.024356400479402705,FALSE
parametric,6,3,Continuous,X1,RMSE,parmlinsyn,parm,1,0,0.002091449100547105,2,-0.002091449100547105,TRUE
parametric,6,3,Continuous,X1,RMSE,svmlinsyn,svm,0.9406034197324041,-0.21543564562280498,-0.09818468001613542,2,-0.11725096560666956,FALSE
parametric,6,3,Continuous,X1,R_squared,cartlinsyn,cart,0.7724139776548178,0.055202207406008855,0.012508576787261416,2,0.04269363061874744,FALSE
parametric,6,3,Continuous,X1,R_squared,parmlinsyn,parm,1,0,0.005937455604680275,2,-0.005937455604680275,TRUE
parametric,6,3,Continuous,X1,R_squared,svmlinsyn,svm,0.8812086570356366,-0.35442856333730344,-0.15296343751433955,2,-0.2014651258229639,FALSE
parametric,6,3,Continuous,X2,MAE,cartlinsyn,cart,0.9022995433625063,0.06448994194325434,0.019278252474638304,2,0.04521168946861604,FALSE
parametric,6,3,Continuous,X2,MAE,parmlinsyn,parm,1,0,0.024467627611562737,2,-0.024467627611562737,TRUE
