dataset,synth_method,synth_seed,Synth_Family,Metric,Prediction_Model,Pred_Family,value_synth,rank_synth,best_synth,value_orig,rank_orig,best_orig
Adult,svmsyn,synmc3,svm,Specificity,svmpred,svm,0.49540640328089874,3,FALSE,0.5958931950381947,1,TRUE
Adult,svmsyn,synmc3,svm,F1,svmpred,svm,0.8942079703471445,2,FALSE,0.9012413092343875,2,FALSE
Adult,svmsyn,synmc4,svm,Accuracy,parmpred,parm,0.8255753226836836,3,FALSE,0.8459652063957693,3,FALSE
Adult,svmsyn,synmc4,svm,Specificity,parmpred,parm,0.44117377486604337,4,FALSE,0.5831103276909934,3,FALSE
Adult,svmsyn,synmc4,svm,F1,parmpred,parm,0.8915255167381352,3,FALSE,0.9009840986832458,3,FALSE
Adult,svmsyn,synmc4,svm,Accuracy,cartpred,cart,0.837212346901942,1,TRUE,0.8533916080918345,1,TRUE
Adult,svmsyn,synmc4,svm,Specificity,cartpred,cart,0.548340184827646,1,TRUE,0.5864427709534079,2,FALSE
Adult,svmsyn,synmc4,svm,F1,cartpred,cart,0.8961030044380456,1,TRUE,0.9061066843827918,1,TRUE
Adult,svmsyn,synmc4,svm,Accuracy,bnpred,bn,0.8102506994284425,4,FALSE,0.828332417254344,4,FALSE
Adult,svmsyn,synmc4,svm,Specificity,bnpred,bn,0.4612807077383274,3,FALSE,0.554059938390221,4,FALSE
Adult,svmsyn,synmc4,svm,F1,bnpred,bn,0.8801701389787898,4,FALSE,0.8893809930154937,4,FALSE
Adult,svmsyn,synmc4,svm,Accuracy,svmpred,svm,0.8312778062829503,2,FALSE,0.8468932036487207,2,FALSE
Adult,svmsyn,synmc4,svm,Specificity,svmpred,svm,0.4989932461259229,2,FALSE,0.5958931950381947,1,TRUE
Adult,svmsyn,synmc4,svm,F1,svmpred,svm,0.8935610257057071,2,FALSE,0.9012413092343875,2,FALSE
Adult,svmsyn,synmc5,svm,Accuracy,parmpred,parm,0.8291222326716763,3,FALSE,0.8459652063957693,3,FALSE
Adult,svmsyn,synmc5,svm,Specificity,parmpred,parm,0.4469740280726389,4,FALSE,0.5831103276909934,3,FALSE
Adult,svmsyn,synmc5,svm,F1,parmpred,parm,0.893968906336502,3,FALSE,0.9009840986832458,3,FALSE
Adult,svmsyn,synmc5,svm,Accuracy,cartpred,cart,0.8391682121013472,1,TRUE,0.8533916080918345,1,TRUE
Adult,svmsyn,synmc5,svm,Specificity,cartpred,cart,0.5438928915709644,1,TRUE,0.5864427709534079,2,FALSE
Adult,svmsyn,synmc5,svm,F1,cartpred,cart,0.8978499088013521,1,TRUE,0.9061066843827918,1,TRUE
Adult,svmsyn,synmc5,svm,Accuracy,bnpred,bn,0.8063991479030648,4,FALSE,0.828332417254344,4,FALSE
Adult,svmsyn,synmc5,svm,Specificity,bnpred,bn,0.4669950580263163,3,FALSE,0.554059938390221,4,FALSE
Adult,svmsyn,synmc5,svm,F1,bnpred,bn,0.8774670795111352,4,FALSE,0.8893809930154937,4,FALSE
Adult,svmsyn,synmc5,svm,Accuracy,svmpred,svm,0.8339959576880649,2,FALSE,0.8468932036487207,2,FALSE
Adult,svmsyn,synmc5,svm,Specificity,svmpred,svm,0.5073603844060707,2,FALSE,0.5958931950381947,1,TRUE
Adult,svmsyn,synmc5,svm,F1,svmpred,svm,0.8954048854714391,2,FALSE,0.9012413092343875,2,FALSE
BankMarketing,parmsyn,synmc1,parm,Accuracy,parmpred,parm,0.8984737655015342,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,parmsyn,synmc1,parm,Specificity,parmpred,parm,0.23514652014652015,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,parmsyn,synmc1,parm,F1,parmpred,parm,0.9449260506846566,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,parmsyn,synmc1,parm,Accuracy,cartpred,cart,0.891618292518314,3,FALSE,0.896041167554882,2,FALSE
BankMarketing,parmsyn,synmc1,parm,Specificity,cartpred,cart,0.18371794871794872,2,FALSE,0.3704761904761905,1,TRUE
BankMarketing,parmsyn,synmc1,parm,F1,cartpred,cart,0.9413892459867789,3,FALSE,0.9425544705259774,2,FALSE
BankMarketing,parmsyn,synmc1,parm,Accuracy,bnpred,bn,0.8924456889823362,2,FALSE,0.8936463733665547,4,FALSE
BankMarketing,parmsyn,synmc1,parm,Specificity,bnpred,bn,0.14767826025107578,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,parmsyn,synmc1,parm,F1,bnpred,bn,0.942117083879493,2,FALSE,0.9424278635035274,3,FALSE
BankMarketing,parmsyn,synmc1,parm,Accuracy,svmpred,svm,0.8889609768424044,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,parmsyn,synmc1,parm,Specificity,svmpred,svm,0.10891941391941393,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,parmsyn,synmc1,parm,F1,svmpred,svm,0.9404215120642896,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,parmsyn,synmc2,parm,Accuracy,parmpred,parm,0.8905111719552145,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,parmsyn,synmc2,parm,Specificity,parmpred,parm,0.21374478732276897,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,parmsyn,synmc2,parm,F1,parmpred,parm,0.9404535692139274,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,parmsyn,synmc2,parm,Accuracy,cartpred,cart,0.8889629883146727,2,FALSE,0.896041167554882,2,FALSE
BankMarketing,parmsyn,synmc2,parm,Specificity,cartpred,cart,0.1716930775646372,2,FALSE,0.3704761904761905,1,TRUE
BankMarketing,parmsyn,synmc2,parm,F1,cartpred,cart,0.9399067512013061,2,FALSE,0.9425544705259774,2,FALSE
BankMarketing,parmsyn,synmc2,parm,Accuracy,bnpred,bn,0.8888110925240102,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,parmsyn,synmc2,parm,Specificity,bnpred,bn,0.16028891619905938,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,parmsyn,synmc2,parm,F1,bnpred,bn,0.9399054581603268,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,parmsyn,synmc2,parm,Accuracy,svmpred,svm,0.8827690314379308,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,parmsyn,synmc2,parm,Specificity,svmpred,svm,0.08777314428690576,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,parmsyn,synmc2,parm,F1,svmpred,svm,0.9370280119959439,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,parmsyn,synmc3,parm,Accuracy,parmpred,parm,0.9013479165343508,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,parmsyn,synmc3,parm,Specificity,parmpred,parm,0.25036630036630036,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,parmsyn,synmc3,parm,F1,parmpred,parm,0.9464872203441873,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,parmsyn,synmc3,parm,Accuracy,cartpred,cart,0.8920573446649339,4,FALSE,0.896041167554882,2,FALSE
BankMarketing,parmsyn,synmc3,parm,Specificity,cartpred,cart,0.15274725274725276,4,FALSE,0.3704761904761905,1,TRUE
BankMarketing,parmsyn,synmc3,parm,F1,cartpred,cart,0.9418693911670182,4,FALSE,0.9425544705259774,2,FALSE
BankMarketing,parmsyn,synmc3,parm,Accuracy,bnpred,bn,0.8935165203642442,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,parmsyn,synmc3,parm,Specificity,bnpred,bn,0.17311995447917777,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,parmsyn,synmc3,parm,F1,bnpred,bn,0.9425679747612478,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,parmsyn,synmc3,parm,Accuracy,svmpred,svm,0.89360650832292,2,FALSE,0.894050506038234,3,FALSE
BankMarketing,parmsyn,synmc3,parm,Specificity,svmpred,svm,0.1682051282051282,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,parmsyn,synmc3,parm,F1,svmpred,svm,0.9426357136619999,2,FALSE,0.9421544885658606,4,FALSE
BankMarketing,parmsyn,synmc4,parm,Accuracy,parmpred,parm,0.9009054906370704,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,parmsyn,synmc4,parm,Specificity,parmpred,parm,0.27492505730911654,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,parmsyn,synmc4,parm,F1,parmpred,parm,0.9460290280027666,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,parmsyn,synmc4,parm,Accuracy,cartpred,cart,0.8951532782476899,3,FALSE,0.896041167554882,2,FALSE
BankMarketing,parmsyn,synmc4,parm,Specificity,cartpred,cart,0.21828601657555985,2,FALSE,0.3704761904761905,1,TRUE
BankMarketing,parmsyn,synmc4,parm,F1,cartpred,cart,0.9431475865996167,3,FALSE,0.9425544705259774,2,FALSE
BankMarketing,parmsyn,synmc4,parm,Accuracy,bnpred,bn,0.8909825224445038,4,FALSE,0.8936463733665547,4,FALSE
BankMarketing,parmsyn,synmc4,parm,Specificity,bnpred,bn,0.18773070246600196,4,FALSE,0.20259462688350283,4,FALSE
BankMarketing,parmsyn,synmc4,parm,F1,bnpred,bn,0.9409797337520697,4,FALSE,0.9424278635035274,3,FALSE
BankMarketing,parmsyn,synmc4,parm,Accuracy,svmpred,svm,0.8960397007773921,2,FALSE,0.894050506038234,3,FALSE
BankMarketing,parmsyn,synmc4,parm,Specificity,svmpred,svm,0.21089754893316875,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,parmsyn,synmc4,parm,F1,svmpred,svm,0.9436893086469468,2,FALSE,0.9421544885658606,4,FALSE
BankMarketing,parmsyn,synmc5,parm,Accuracy,parmpred,parm,0.8891841758153461,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,parmsyn,synmc5,parm,Specificity,parmpred,parm,0.1738083538083538,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,parmsyn,synmc5,parm,F1,parmpred,parm,0.9399961113528976,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,parmsyn,synmc5,parm,Accuracy,cartpred,cart,0.8805548674678011,3,FALSE,0.896041167554882,2,FALSE
BankMarketing,parmsyn,synmc5,parm,Specificity,cartpred,cart,0.11228501228501228,3,FALSE,0.3704761904761905,1,TRUE
BankMarketing,parmsyn,synmc5,parm,F1,cartpred,cart,0.9355358984961452,3,FALSE,0.9425544705259774,2,FALSE
BankMarketing,parmsyn,synmc5,parm,Accuracy,bnpred,bn,0.8846795071190686,2,FALSE,0.8936463733665547,4,FALSE
BankMarketing,parmsyn,synmc5,parm,Specificity,bnpred,bn,0.09220036431045606,4,FALSE,0.20259462688350283,4,FALSE
BankMarketing,parmsyn,synmc5,parm,F1,bnpred,bn,0.9380795558933586,2,FALSE,0.9424278635035274,3,FALSE
BankMarketing,parmsyn,synmc5,parm,Accuracy,svmpred,svm,0.8801143507094757,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,parmsyn,synmc5,parm,Specificity,svmpred,svm,0.12316134316134315,2,FALSE,0.27263736263736266,3,FALSE
BankMarketing,parmsyn,synmc5,parm,F1,svmpred,svm,0.935197810235577,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,cartsyn,synmc1,cart,Accuracy,parmpred,parm,0.8880765078502375,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,cartsyn,synmc1,cart,Specificity,parmpred,parm,0.17570530098831985,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,cartsyn,synmc1,cart,F1,parmpred,parm,0.9393995687550019,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,cartsyn,synmc1,cart,Accuracy,cartpred,cart,0.8942748726396943,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,cartsyn,synmc1,cart,Specificity,cartpred,cart,0.3290386343216532,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,cartsyn,synmc1,cart,F1,cartpred,cart,0.9418269767531092,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,cartsyn,synmc1,cart,Accuracy,bnpred,bn,0.8851879558919219,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,cartsyn,synmc1,cart,Specificity,bnpred,bn,0.1423758888762714,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,cartsyn,synmc1,cart,F1,bnpred,bn,0.9380111005275747,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,cartsyn,synmc1,cart,Accuracy,svmpred,svm,0.8838746803505257,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,cartsyn,synmc1,cart,Specificity,svmpred,svm,0.0963162623539982,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,cartsyn,synmc1,cart,F1,svmpred,svm,0.9376101223704232,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,cartsyn,synmc2,cart,Accuracy,parmpred,parm,0.8880782770253752,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,cartsyn,synmc2,cart,Specificity,parmpred,parm,0.19032537210107303,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,cartsyn,synmc2,cart,F1,parmpred,parm,0.9392757105297903,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,cartsyn,synmc2,cart,Accuracy,cartpred,cart,0.8960416564807119,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,cartsyn,synmc2,cart,Specificity,cartpred,cart,0.34710972654897887,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,cartsyn,synmc2,cart,F1,cartpred,cart,0.9426882075445318,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,cartsyn,synmc2,cart,Accuracy,bnpred,bn,0.8830576504354491,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,cartsyn,synmc2,cart,Specificity,bnpred,bn,0.08146097715838502,4,FALSE,0.20259462688350283,4,FALSE
BankMarketing,cartsyn,synmc2,cart,F1,bnpred,bn,0.9372655392147641,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,cartsyn,synmc2,cart,Accuracy,svmpred,svm,0.880555908668655,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,cartsyn,synmc2,cart,Specificity,svmpred,svm,0.09134648667358948,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,cartsyn,synmc2,cart,F1,svmpred,svm,0.935738066362139,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,cartsyn,synmc3,cart,Accuracy,parmpred,parm,0.8889634772405026,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,cartsyn,synmc3,cart,Specificity,parmpred,parm,0.18666666666666665,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,cartsyn,synmc3,cart,F1,parmpred,parm,0.9398449174237166,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,cartsyn,synmc3,cart,Accuracy,cartpred,cart,0.8936070503104678,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,cartsyn,synmc3,cart,Specificity,cartpred,cart,0.28,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,cartsyn,synmc3,cart,F1,cartpred,cart,0.9418070859025618,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,cartsyn,synmc3,cart,Accuracy,bnpred,bn,0.887585941422199,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,cartsyn,synmc3,cart,Specificity,bnpred,bn,0.11120879120879121,4,FALSE,0.20259462688350283,4,FALSE
BankMarketing,cartsyn,synmc3,cart,F1,bnpred,bn,0.9396214903649205,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,cartsyn,synmc3,cart,Accuracy,svmpred,svm,0.8874148046741309,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,cartsyn,synmc3,cart,Specificity,svmpred,svm,0.13904761904761903,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,cartsyn,synmc3,cart,F1,svmpred,svm,0.9393126617759778,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,cartsyn,synmc4,cart,Accuracy,parmpred,parm,0.8812200564739113,3,FALSE,0.9002442184520608,1,TRUE
BankMarketing,cartsyn,synmc4,cart,Specificity,parmpred,parm,0.14866735894773278,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,cartsyn,synmc4,cart,F1,parmpred,parm,0.9356483818358519,3,FALSE,0.945651151223194,1,TRUE
BankMarketing,cartsyn,synmc4,cart,Accuracy,cartpred,cart,0.8867527444143202,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,cartsyn,synmc4,cart,Specificity,cartpred,cart,0.3161301488404292,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,cartsyn,synmc4,cart,F1,cartpred,cart,0.9374684949649938,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,cartsyn,synmc4,cart,Accuracy,bnpred,bn,0.8812782448046995,2,FALSE,0.8936463733665547,4,FALSE
BankMarketing,cartsyn,synmc4,cart,Specificity,bnpred,bn,0.06549305433100178,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,cartsyn,synmc4,cart,F1,bnpred,bn,0.9363591067430944,2,FALSE,0.9424278635035274,3,FALSE
BankMarketing,cartsyn,synmc4,cart,Accuracy,svmpred,svm,0.8792320840493281,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,cartsyn,synmc4,cart,Specificity,svmpred,svm,0.03148148148148148,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,cartsyn,synmc4,cart,F1,svmpred,svm,0.9354655087248911,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,cartsyn,synmc5,cart,Accuracy,parmpred,parm,0.8907311333511903,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,cartsyn,synmc5,cart,Specificity,parmpred,parm,0.16794249439880507,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,cartsyn,synmc5,cart,F1,parmpred,parm,0.9410088946891356,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,cartsyn,synmc5,cart,Accuracy,cartpred,cart,0.8953781299848573,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,cartsyn,synmc5,cart,Specificity,cartpred,cart,0.2412808065720687,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,cartsyn,synmc5,cart,F1,cartpred,cart,0.9431376972727928,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,cartsyn,synmc5,cart,Accuracy,bnpred,bn,0.8881544299628399,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,cartsyn,synmc5,cart,Specificity,bnpred,bn,0.11396719911854121,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,cartsyn,synmc5,cart,F1,bnpred,bn,0.9399279286829124,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,cartsyn,synmc5,cart,Accuracy,svmpred,svm,0.884318870549929,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,cartsyn,synmc5,cart,Specificity,svmpred,svm,0.04232636295743092,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,cartsyn,synmc5,cart,F1,svmpred,svm,0.9382824731116907,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,bnsyn,synmc1,bn,Accuracy,parmpred,parm,0.8896269495917469,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,bnsyn,synmc1,bn,Specificity,parmpred,parm,0.1018867924528302,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,bnsyn,synmc1,bn,F1,parmpred,parm,0.9408387015738694,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,bnsyn,synmc1,bn,Accuracy,cartpred,cart,0.8878560602356622,4,FALSE,0.896041167554882,2,FALSE
BankMarketing,bnsyn,synmc1,bn,Specificity,cartpred,cart,0.169811320754717,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,bnsyn,synmc1,bn,F1,cartpred,cart,0.9393076787452188,4,FALSE,0.9425544705259774,2,FALSE
BankMarketing,bnsyn,synmc1,bn,Accuracy,bnpred,bn,0.89092718844927,1,TRUE,0.8936463733665547,4,FALSE
BankMarketing,bnsyn,synmc1,bn,Specificity,bnpred,bn,0.16354862119013064,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,bnsyn,synmc1,bn,F1,bnpred,bn,0.9411205231002867,1,TRUE,0.9424278635035274,3,FALSE
BankMarketing,bnsyn,synmc1,bn,Accuracy,svmpred,svm,0.8882987825746834,3,FALSE,0.894050506038234,3,FALSE
BankMarketing,bnsyn,synmc1,bn,Specificity,svmpred,svm,0.13773584905660377,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,bnsyn,synmc1,bn,F1,svmpred,svm,0.9398142517497758,3,FALSE,0.9421544885658606,4,FALSE
BankMarketing,bnsyn,synmc2,bn,Accuracy,parmpred,parm,0.8911750807120168,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,bnsyn,synmc2,bn,Specificity,parmpred,parm,0.16104222821203953,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,bnsyn,synmc2,bn,F1,parmpred,parm,0.9412897893621913,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,bnsyn,synmc2,bn,Accuracy,cartpred,cart,0.8907330933860789,3,FALSE,0.896041167554882,2,FALSE
BankMarketing,bnsyn,synmc2,bn,Specificity,cartpred,cart,0.24442048517520215,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,bnsyn,synmc2,bn,F1,cartpred,cart,0.940416164081985,4,FALSE,0.9425544705259774,2,FALSE
BankMarketing,bnsyn,synmc2,bn,Accuracy,bnpred,bn,0.8934267689034355,1,TRUE,0.8936463733665547,4,FALSE
BankMarketing,bnsyn,synmc2,bn,Specificity,bnpred,bn,0.21242324864055842,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,bnsyn,synmc2,bn,F1,bnpred,bn,0.9422127477479348,1,TRUE,0.9424278635035274,3,FALSE
BankMarketing,bnsyn,synmc2,bn,Accuracy,svmpred,svm,0.8902918362002092,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,bnsyn,synmc2,bn,Specificity,svmpred,svm,0.16107816711590295,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,bnsyn,synmc2,bn,F1,svmpred,svm,0.9407859978334878,3,FALSE,0.9421544885658606,4,FALSE
BankMarketing,bnsyn,synmc3,bn,Accuracy,parmpred,parm,0.9011281492468025,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,bnsyn,synmc3,bn,Specificity,parmpred,parm,0.21479154768703598,1,TRUE,0.2802197802197802,2,FALSE
BankMarketing,bnsyn,synmc3,bn,F1,parmpred,parm,0.9466294559373083,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,bnsyn,synmc3,bn,Accuracy,cartpred,cart,0.9004646768955581,2,FALSE,0.896041167554882,2,FALSE
BankMarketing,bnsyn,synmc3,bn,Specificity,cartpred,cart,0.19527888825433087,3,FALSE,0.3704761904761905,1,TRUE
BankMarketing,bnsyn,synmc3,bn,F1,cartpred,cart,0.9463793518521386,2,FALSE,0.9425544705259774,2,FALSE
BankMarketing,bnsyn,synmc3,bn,Accuracy,bnpred,bn,0.8989679351733002,4,FALSE,0.8936463733665547,4,FALSE
BankMarketing,bnsyn,synmc3,bn,Specificity,bnpred,bn,0.2114482686278395,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,bnsyn,synmc3,bn,F1,bnpred,bn,0.945423871209773,4,FALSE,0.9424278635035274,3,FALSE
BankMarketing,bnsyn,synmc3,bn,Accuracy,svmpred,svm,0.8995799645233685,3,FALSE,0.894050506038234,3,FALSE
BankMarketing,bnsyn,synmc3,bn,Specificity,svmpred,svm,0.18543689320388348,4,FALSE,0.27263736263736266,3,FALSE
BankMarketing,bnsyn,synmc3,bn,F1,svmpred,svm,0.9459430432352587,3,FALSE,0.9421544885658606,4,FALSE
BankMarketing,bnsyn,synmc4,bn,Accuracy,parmpred,parm,0.8973678677944555,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,bnsyn,synmc4,bn,Specificity,parmpred,parm,0.15722772277227723,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,bnsyn,synmc4,bn,F1,parmpred,parm,0.9448952185593399,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,bnsyn,synmc4,bn,Accuracy,cartpred,cart,0.8955982007529458,4,FALSE,0.896041167554882,2,FALSE
BankMarketing,bnsyn,synmc4,bn,Specificity,cartpred,cart,0.20087128712871288,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,bnsyn,synmc4,bn,F1,cartpred,cart,0.9435923663335141,4,FALSE,0.9425544705259774,2,FALSE
BankMarketing,bnsyn,synmc4,bn,Accuracy,bnpred,bn,0.8964293001711795,2,FALSE,0.8936463733665547,4,FALSE
BankMarketing,bnsyn,synmc4,bn,Specificity,bnpred,bn,0.1931164616461646,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,bnsyn,synmc4,bn,F1,bnpred,bn,0.9441177992040853,2,FALSE,0.9424278635035274,3,FALSE
BankMarketing,bnsyn,synmc4,bn,Accuracy,svmpred,svm,0.8958194396909989,3,FALSE,0.894050506038234,3,FALSE
BankMarketing,bnsyn,synmc4,bn,Specificity,svmpred,svm,0.16710891089108912,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,bnsyn,synmc4,bn,F1,svmpred,svm,0.9439477423869204,3,FALSE,0.9421544885658606,4,FALSE
BankMarketing,bnsyn,synmc5,bn,Accuracy,parmpred,parm,0.890728931019171,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,bnsyn,synmc5,bn,Specificity,parmpred,parm,0.09739196649533599,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,bnsyn,synmc5,bn,F1,parmpred,parm,0.9415086579229655,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,bnsyn,synmc5,bn,Accuracy,cartpred,cart,0.8911738573145497,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,bnsyn,synmc5,bn,Specificity,cartpred,cart,0.21222158766419189,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,bnsyn,synmc5,bn,F1,cartpred,cart,0.9409427098435231,3,FALSE,0.9425544705259774,2,FALSE
BankMarketing,bnsyn,synmc5,bn,Accuracy,bnpred,bn,0.8900333538508673,4,FALSE,0.8936463733665547,4,FALSE
BankMarketing,bnsyn,synmc5,bn,Specificity,bnpred,bn,0.1636626084081852,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,bnsyn,synmc5,bn,F1,bnpred,bn,0.9406510024264109,4,FALSE,0.9424278635035274,3,FALSE
BankMarketing,bnsyn,synmc5,bn,Accuracy,svmpred,svm,0.8907289299362788,3,FALSE,0.894050506038234,3,FALSE
BankMarketing,bnsyn,synmc5,bn,Specificity,svmpred,svm,0.13624595469255663,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,bnsyn,synmc5,bn,F1,svmpred,svm,0.9412345740698966,2,FALSE,0.9421544885658606,4,FALSE
BankMarketing,svmsyn,synmc1,svm,Accuracy,parmpred,parm,0.8838756587436317,3,FALSE,0.9002442184520608,1,TRUE
BankMarketing,svmsyn,synmc1,svm,Specificity,parmpred,parm,0.09152187902187903,3,FALSE,0.2802197802197802,2,FALSE
BankMarketing,svmsyn,synmc1,svm,F1,parmpred,parm,0.9376133525663028,3,FALSE,0.945651151223194,1,TRUE
BankMarketing,svmsyn,synmc1,svm,Accuracy,cartpred,cart,0.8823272295572828,4,FALSE,0.896041167554882,2,FALSE
BankMarketing,svmsyn,synmc1,svm,Specificity,cartpred,cart,0.12750965250965252,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,svmsyn,synmc1,svm,F1,cartpred,cart,0.9364262565943403,4,FALSE,0.9425544705259774,2,FALSE
BankMarketing,svmsyn,synmc1,svm,Accuracy,bnpred,bn,0.8855392544139872,1,TRUE,0.8936463733665547,4,FALSE
BankMarketing,svmsyn,synmc1,svm,Specificity,bnpred,bn,0.08745801681581498,4,FALSE,0.20259462688350283,4,FALSE
