dataset,synth_method,synth_seed,Synth_Family,Metric,Prediction_Model,Pred_Family,value_synth,rank_synth,best_synth,value_orig,rank_orig,best_orig
BankMarketing,svmsyn,synmc1,svm,F1,bnpred,bn,0.9386052236714557,1,TRUE,0.9424278635035274,3,FALSE
BankMarketing,svmsyn,synmc1,svm,Accuracy,svmpred,svm,0.8845383977061311,2,FALSE,0.894050506038234,3,FALSE
BankMarketing,svmsyn,synmc1,svm,Specificity,svmpred,svm,0.109507722007722,2,FALSE,0.27263736263736266,3,FALSE
BankMarketing,svmsyn,synmc1,svm,F1,svmpred,svm,0.9378420772087687,2,FALSE,0.9421544885658606,4,FALSE
BankMarketing,svmsyn,synmc2,svm,Accuracy,parmpred,parm,0.8776826764698732,1,TRUE,0.9002442184520608,1,TRUE
BankMarketing,svmsyn,synmc2,svm,Specificity,parmpred,parm,0.11854341736694678,2,FALSE,0.2802197802197802,2,FALSE
BankMarketing,svmsyn,synmc2,svm,F1,parmpred,parm,0.9337487622439649,1,TRUE,0.945651151223194,1,TRUE
BankMarketing,svmsyn,synmc2,svm,Accuracy,cartpred,cart,0.8770184696469917,2,FALSE,0.896041167554882,2,FALSE
BankMarketing,svmsyn,synmc2,svm,Specificity,cartpred,cart,0.18032212885154061,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,svmsyn,synmc2,svm,F1,cartpred,cart,0.9327666048752614,2,FALSE,0.9425544705259774,2,FALSE
BankMarketing,svmsyn,synmc2,svm,Accuracy,bnpred,bn,0.8754155901450286,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,svmsyn,synmc2,svm,Specificity,bnpred,bn,0.09755835667600374,4,FALSE,0.20259462688350283,4,FALSE
BankMarketing,svmsyn,synmc2,svm,F1,bnpred,bn,0.9326443672284072,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,svmsyn,synmc2,svm,Accuracy,svmpred,svm,0.873920388418273,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,svmsyn,synmc2,svm,Specificity,svmpred,svm,0.11352941176470588,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,svmsyn,synmc2,svm,F1,svmpred,svm,0.931617461916046,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,svmsyn,synmc3,svm,Accuracy,parmpred,parm,0.8878570380873222,4,FALSE,0.9002442184520608,1,TRUE
BankMarketing,svmsyn,synmc3,svm,Specificity,parmpred,parm,0.08661611708693352,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,svmsyn,synmc3,svm,F1,parmpred,parm,0.9399511852579051,4,FALSE,0.945651151223194,1,TRUE
BankMarketing,svmsyn,synmc3,svm,Accuracy,cartpred,cart,0.8905114164181294,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,svmsyn,synmc3,svm,Specificity,cartpred,cart,0.15254805149003703,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,svmsyn,synmc3,svm,F1,cartpred,cart,0.9409659348800944,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,svmsyn,synmc3,svm,Accuracy,bnpred,bn,0.8880512977459523,3,FALSE,0.8936463733665547,4,FALSE
BankMarketing,svmsyn,synmc3,svm,Specificity,bnpred,bn,0.09273020372914571,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,svmsyn,synmc3,svm,F1,bnpred,bn,0.940017053750774,3,FALSE,0.9424278635035274,3,FALSE
BankMarketing,svmsyn,synmc3,svm,Accuracy,svmpred,svm,0.8889624993888426,2,FALSE,0.894050506038234,3,FALSE
BankMarketing,svmsyn,synmc3,svm,Specificity,svmpred,svm,0.10165755598659848,2,FALSE,0.27263736263736266,3,FALSE
BankMarketing,svmsyn,synmc3,svm,F1,svmpred,svm,0.9404658116693436,2,FALSE,0.9421544885658606,4,FALSE
BankMarketing,svmsyn,synmc4,svm,Accuracy,parmpred,parm,0.886088783678692,2,FALSE,0.9002442184520608,1,TRUE
BankMarketing,svmsyn,synmc4,svm,Specificity,parmpred,parm,0.08853211009174312,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,svmsyn,synmc4,svm,F1,parmpred,parm,0.9389190283459184,2,FALSE,0.945651151223194,1,TRUE
BankMarketing,svmsyn,synmc4,svm,Accuracy,cartpred,cart,0.8847640418496687,3,FALSE,0.896041167554882,2,FALSE
BankMarketing,svmsyn,synmc4,svm,Specificity,cartpred,cart,0.1345565749235474,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,svmsyn,synmc4,svm,F1,cartpred,cart,0.9377923378253729,3,FALSE,0.9425544705259774,2,FALSE
BankMarketing,svmsyn,synmc4,svm,Accuracy,bnpred,bn,0.8877069952192598,1,TRUE,0.8936463733665547,4,FALSE
BankMarketing,svmsyn,synmc4,svm,Specificity,bnpred,bn,0.11740708804977522,2,FALSE,0.20259462688350283,4,FALSE
BankMarketing,svmsyn,synmc4,svm,F1,bnpred,bn,0.9396247179476652,1,TRUE,0.9424278635035274,3,FALSE
BankMarketing,svmsyn,synmc4,svm,Accuracy,svmpred,svm,0.8832136537113233,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,svmsyn,synmc4,svm,Specificity,svmpred,svm,0.09215086646279307,3,FALSE,0.27263736263736266,3,FALSE
BankMarketing,svmsyn,synmc4,svm,F1,svmpred,svm,0.937248297128996,4,FALSE,0.9421544885658606,4,FALSE
BankMarketing,svmsyn,synmc5,svm,Accuracy,parmpred,parm,0.887857717872903,3,FALSE,0.9002442184520608,1,TRUE
BankMarketing,svmsyn,synmc5,svm,Specificity,parmpred,parm,0.06242587601078167,4,FALSE,0.2802197802197802,2,FALSE
BankMarketing,svmsyn,synmc5,svm,F1,parmpred,parm,0.9401363890672962,3,FALSE,0.945651151223194,1,TRUE
BankMarketing,svmsyn,synmc5,svm,Accuracy,cartpred,cart,0.889407370456719,1,TRUE,0.896041167554882,2,FALSE
BankMarketing,svmsyn,synmc5,svm,Specificity,cartpred,cart,0.09836477987421384,1,TRUE,0.3704761904761905,1,TRUE
BankMarketing,svmsyn,synmc5,svm,F1,cartpred,cart,0.940746242917525,1,TRUE,0.9425544705259774,2,FALSE
BankMarketing,svmsyn,synmc5,svm,Accuracy,bnpred,bn,0.8882799373091822,2,FALSE,0.8936463733665547,4,FALSE
BankMarketing,svmsyn,synmc5,svm,Specificity,bnpred,bn,0.06325334310313244,3,FALSE,0.20259462688350283,4,FALSE
BankMarketing,svmsyn,synmc5,svm,F1,bnpred,bn,0.9403717998529759,2,FALSE,0.9424278635035274,3,FALSE
BankMarketing,svmsyn,synmc5,svm,Accuracy,svmpred,svm,0.8860885381328849,4,FALSE,0.894050506038234,3,FALSE
BankMarketing,svmsyn,synmc5,svm,Specificity,svmpred,svm,0.0737286612758311,2,FALSE,0.27263736263736266,3,FALSE
BankMarketing,svmsyn,synmc5,svm,F1,svmpred,svm,0.9390473356502205,4,FALSE,0.9421544885658606,4,FALSE
BikeSharing,parmsyn,synmc1,parm,MAE,parmpred,parm,4.342514847845375,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,parmsyn,synmc1,parm,RMSE,parmpred,parm,5.422030617961299,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,parmsyn,synmc1,parm,R_squared,parmpred,parm,0.999097594818865,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,parmsyn,synmc1,parm,MAE,cartpred,cart,13.8729731061394,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,parmsyn,synmc1,parm,RMSE,cartpred,cart,18.014229560684573,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,parmsyn,synmc1,parm,R_squared,cartpred,cart,0.9900245836783922,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,parmsyn,synmc1,parm,MAE,svmpred,svm,7.755165650903538,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,parmsyn,synmc1,parm,RMSE,svmpred,svm,10.766091126244982,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,parmsyn,synmc1,parm,R_squared,svmpred,svm,0.9964291357022684,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,parmsyn,synmc2,parm,MAE,parmpred,parm,4.404468884537049,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,parmsyn,synmc2,parm,RMSE,parmpred,parm,5.500936223286536,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,parmsyn,synmc2,parm,R_squared,parmpred,parm,0.9990955246527669,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,parmsyn,synmc2,parm,MAE,cartpred,cart,14.352018778201295,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,parmsyn,synmc2,parm,RMSE,cartpred,cart,18.5697068701898,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,parmsyn,synmc2,parm,R_squared,cartpred,cart,0.9896821268106145,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,parmsyn,synmc2,parm,MAE,svmpred,svm,8.031956650570216,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,parmsyn,synmc2,parm,RMSE,svmpred,svm,10.723969868182822,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,parmsyn,synmc2,parm,R_squared,svmpred,svm,0.9965594304870681,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,parmsyn,synmc3,parm,MAE,parmpred,parm,4.377109947816827,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,parmsyn,synmc3,parm,RMSE,parmpred,parm,5.467048474432424,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,parmsyn,synmc3,parm,R_squared,parmpred,parm,0.9990963100909717,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,parmsyn,synmc3,parm,MAE,cartpred,cart,14.35247651083785,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,parmsyn,synmc3,parm,RMSE,cartpred,cart,18.564348764312825,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,parmsyn,synmc3,parm,R_squared,cartpred,cart,0.9895697290048966,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,parmsyn,synmc3,parm,MAE,svmpred,svm,7.737839908935986,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,parmsyn,synmc3,parm,RMSE,svmpred,svm,10.347115179130489,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,parmsyn,synmc3,parm,R_squared,svmpred,svm,0.9967614019131302,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,parmsyn,synmc4,parm,MAE,parmpred,parm,4.412787321460876,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,parmsyn,synmc4,parm,RMSE,parmpred,parm,5.496333243562695,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,parmsyn,synmc4,parm,R_squared,parmpred,parm,0.9990897092218304,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,parmsyn,synmc4,parm,MAE,cartpred,cart,14.312426195221262,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,parmsyn,synmc4,parm,RMSE,cartpred,cart,18.6009996625044,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,parmsyn,synmc4,parm,R_squared,cartpred,cart,0.9895704834697641,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,parmsyn,synmc4,parm,MAE,svmpred,svm,8.0153940709698,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,parmsyn,synmc4,parm,RMSE,svmpred,svm,10.78234805489718,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,parmsyn,synmc4,parm,R_squared,svmpred,svm,0.9964884851423346,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,parmsyn,synmc5,parm,MAE,parmpred,parm,4.329335982437654,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,parmsyn,synmc5,parm,RMSE,parmpred,parm,5.405552571848535,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,parmsyn,synmc5,parm,R_squared,parmpred,parm,0.9990942363259175,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,parmsyn,synmc5,parm,MAE,cartpred,cart,13.86557610812732,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,parmsyn,synmc5,parm,RMSE,cartpred,cart,17.853138151473885,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,parmsyn,synmc5,parm,R_squared,cartpred,cart,0.9900972162920183,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,parmsyn,synmc5,parm,MAE,svmpred,svm,7.787105341225961,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,parmsyn,synmc5,parm,RMSE,svmpred,svm,11.365288168156566,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,parmsyn,synmc5,parm,R_squared,svmpred,svm,0.9959287878891759,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,cartsyn,synmc1,cart,MAE,parmpred,parm,4.257822517405953,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,cartsyn,synmc1,cart,RMSE,parmpred,parm,7.131328558978688,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,cartsyn,synmc1,cart,R_squared,parmpred,parm,0.9984826127749433,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,cartsyn,synmc1,cart,MAE,cartpred,cart,10.101380941848458,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,cartsyn,synmc1,cart,RMSE,cartpred,cart,14.887420696296749,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,cartsyn,synmc1,cart,R_squared,cartpred,cart,0.9934031310009901,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,cartsyn,synmc1,cart,MAE,svmpred,svm,8.155603000501822,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,cartsyn,synmc1,cart,RMSE,svmpred,svm,10.970629813080649,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,cartsyn,synmc1,cart,R_squared,svmpred,svm,0.9964121255449544,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,cartsyn,synmc2,cart,MAE,parmpred,parm,4.214761542283495,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,cartsyn,synmc2,cart,RMSE,parmpred,parm,7.277970500472493,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,cartsyn,synmc2,cart,R_squared,parmpred,parm,0.9983972680499702,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,cartsyn,synmc2,cart,MAE,cartpred,cart,10.21640538227406,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,cartsyn,synmc2,cart,RMSE,cartpred,cart,14.754663315417119,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,cartsyn,synmc2,cart,R_squared,cartpred,cart,0.9934431793368138,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,cartsyn,synmc2,cart,MAE,svmpred,svm,8.483867981148808,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,cartsyn,synmc2,cart,RMSE,svmpred,svm,11.39206069081617,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,cartsyn,synmc2,cart,R_squared,svmpred,svm,0.9960910254553634,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,cartsyn,synmc3,cart,MAE,parmpred,parm,4.211623661598835,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,cartsyn,synmc3,cart,RMSE,parmpred,parm,7.490313418586276,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,cartsyn,synmc3,cart,R_squared,parmpred,parm,0.9982874950645083,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,cartsyn,synmc3,cart,MAE,cartpred,cart,10.364233574825226,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,cartsyn,synmc3,cart,RMSE,cartpred,cart,14.830131045780705,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,cartsyn,synmc3,cart,R_squared,cartpred,cart,0.9933166572003203,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,cartsyn,synmc3,cart,MAE,svmpred,svm,8.133524714272545,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,cartsyn,synmc3,cart,RMSE,svmpred,svm,11.100605101685487,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,cartsyn,synmc3,cart,R_squared,svmpred,svm,0.9962529101686662,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,cartsyn,synmc4,cart,MAE,parmpred,parm,4.200735825953613,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,cartsyn,synmc4,cart,RMSE,parmpred,parm,7.222326618987407,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,cartsyn,synmc4,cart,R_squared,parmpred,parm,0.9984576614775912,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,cartsyn,synmc4,cart,MAE,cartpred,cart,10.38288080795591,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,cartsyn,synmc4,cart,RMSE,cartpred,cart,14.70229283769005,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,cartsyn,synmc4,cart,R_squared,cartpred,cart,0.9936107384208976,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,cartsyn,synmc4,cart,MAE,svmpred,svm,8.236562009066395,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,cartsyn,synmc4,cart,RMSE,svmpred,svm,11.204896219378359,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,cartsyn,synmc4,cart,R_squared,svmpred,svm,0.996288918131698,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,cartsyn,synmc5,cart,MAE,parmpred,parm,4.139526147118396,1,TRUE,4.272895074429231,1,TRUE
BikeSharing,cartsyn,synmc5,cart,RMSE,parmpred,parm,7.060544262125631,1,TRUE,5.450648130756346,1,TRUE
BikeSharing,cartsyn,synmc5,cart,R_squared,parmpred,parm,0.9984917968699122,1,TRUE,0.9990968193606733,1,TRUE
BikeSharing,cartsyn,synmc5,cart,MAE,cartpred,cart,10.441521331389783,3,FALSE,10.462142354890867,3,FALSE
BikeSharing,cartsyn,synmc5,cart,RMSE,cartpred,cart,15.095181141481286,3,FALSE,14.98901997198783,3,FALSE
BikeSharing,cartsyn,synmc5,cart,R_squared,cartpred,cart,0.9931174063902065,3,FALSE,0.9931657430548586,3,FALSE
BikeSharing,cartsyn,synmc5,cart,MAE,svmpred,svm,8.233548293408198,2,FALSE,7.740144028949741,2,FALSE
BikeSharing,cartsyn,synmc5,cart,RMSE,svmpred,svm,11.128834765100272,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,cartsyn,synmc5,cart,R_squared,svmpred,svm,0.9962594163954299,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,svmsyn,synmc1,svm,MAE,parmpred,parm,13.76809448871696,3,FALSE,4.272895074429231,1,TRUE
BikeSharing,svmsyn,synmc1,svm,RMSE,parmpred,parm,18.417462747905038,3,FALSE,5.450648130756346,1,TRUE
BikeSharing,svmsyn,synmc1,svm,R_squared,parmpred,parm,0.9754483673551954,3,FALSE,0.9990968193606733,1,TRUE
BikeSharing,svmsyn,synmc1,svm,MAE,cartpred,cart,10.529962497197888,2,FALSE,10.462142354890867,3,FALSE
BikeSharing,svmsyn,synmc1,svm,RMSE,cartpred,cart,14.328072242984373,1,TRUE,14.98901997198783,3,FALSE
BikeSharing,svmsyn,synmc1,svm,R_squared,cartpred,cart,0.9851357553310804,1,TRUE,0.9931657430548586,3,FALSE
BikeSharing,svmsyn,synmc1,svm,MAE,svmpred,svm,8.565567358925849,1,TRUE,7.740144028949741,2,FALSE
BikeSharing,svmsyn,synmc1,svm,RMSE,svmpred,svm,14.93930373809161,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,svmsyn,synmc1,svm,R_squared,svmpred,svm,0.9834543030114595,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,svmsyn,synmc2,svm,MAE,parmpred,parm,14.032775027319895,3,FALSE,4.272895074429231,1,TRUE
BikeSharing,svmsyn,synmc2,svm,RMSE,parmpred,parm,18.87978060614846,3,FALSE,5.450648130756346,1,TRUE
BikeSharing,svmsyn,synmc2,svm,R_squared,parmpred,parm,0.9736639337432459,3,FALSE,0.9990968193606733,1,TRUE
BikeSharing,svmsyn,synmc2,svm,MAE,cartpred,cart,10.431304591293411,2,FALSE,10.462142354890867,3,FALSE
BikeSharing,svmsyn,synmc2,svm,RMSE,cartpred,cart,14.289408848072313,1,TRUE,14.98901997198783,3,FALSE
BikeSharing,svmsyn,synmc2,svm,R_squared,cartpred,cart,0.9848885337388702,1,TRUE,0.9931657430548586,3,FALSE
BikeSharing,svmsyn,synmc2,svm,MAE,svmpred,svm,10.062992295951682,1,TRUE,7.740144028949741,2,FALSE
BikeSharing,svmsyn,synmc2,svm,RMSE,svmpred,svm,16.10234377697647,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,svmsyn,synmc2,svm,R_squared,svmpred,svm,0.9807349278812206,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,svmsyn,synmc3,svm,MAE,parmpred,parm,14.07934145820641,3,FALSE,4.272895074429231,1,TRUE
BikeSharing,svmsyn,synmc3,svm,RMSE,parmpred,parm,18.909946315586083,3,FALSE,5.450648130756346,1,TRUE
BikeSharing,svmsyn,synmc3,svm,R_squared,parmpred,parm,0.9746561334018817,3,FALSE,0.9990968193606733,1,TRUE
BikeSharing,svmsyn,synmc3,svm,MAE,cartpred,cart,10.514304354253484,2,FALSE,10.462142354890867,3,FALSE
BikeSharing,svmsyn,synmc3,svm,RMSE,cartpred,cart,14.511561459577182,2,FALSE,14.98901997198783,3,FALSE
BikeSharing,svmsyn,synmc3,svm,R_squared,cartpred,cart,0.9850578148397655,2,FALSE,0.9931657430548586,3,FALSE
BikeSharing,svmsyn,synmc3,svm,MAE,svmpred,svm,7.9983083002301205,1,TRUE,7.740144028949741,2,FALSE
BikeSharing,svmsyn,synmc3,svm,RMSE,svmpred,svm,13.84174430053038,1,TRUE,9.823605555219633,2,FALSE
BikeSharing,svmsyn,synmc3,svm,R_squared,svmpred,svm,0.9862292090175295,1,TRUE,0.9970645394147465,2,FALSE
BikeSharing,svmsyn,synmc4,svm,MAE,parmpred,parm,14.01163544292766,3,FALSE,4.272895074429231,1,TRUE
BikeSharing,svmsyn,synmc4,svm,RMSE,parmpred,parm,18.816501238384177,3,FALSE,5.450648130756346,1,TRUE
BikeSharing,svmsyn,synmc4,svm,R_squared,parmpred,parm,0.9741532740579948,3,FALSE,0.9990968193606733,1,TRUE
BikeSharing,svmsyn,synmc4,svm,MAE,cartpred,cart,10.348308537759154,2,FALSE,10.462142354890867,3,FALSE
BikeSharing,svmsyn,synmc4,svm,RMSE,cartpred,cart,14.507907199325128,1,TRUE,14.98901997198783,3,FALSE
BikeSharing,svmsyn,synmc4,svm,R_squared,cartpred,cart,0.9846588649014248,1,TRUE,0.9931657430548586,3,FALSE
BikeSharing,svmsyn,synmc4,svm,MAE,svmpred,svm,8.975225112344726,1,TRUE,7.740144028949741,2,FALSE
BikeSharing,svmsyn,synmc4,svm,RMSE,svmpred,svm,15.026421937402672,2,FALSE,9.823605555219633,2,FALSE
BikeSharing,svmsyn,synmc4,svm,R_squared,svmpred,svm,0.9833912867900872,2,FALSE,0.9970645394147465,2,FALSE
BikeSharing,svmsyn,synmc5,svm,MAE,parmpred,parm,13.897274430769546,3,FALSE,4.272895074429231,1,TRUE
BikeSharing,svmsyn,synmc5,svm,RMSE,parmpred,parm,18.604561886295357,3,FALSE,5.450648130756346,1,TRUE
BikeSharing,svmsyn,synmc5,svm,R_squared,parmpred,parm,0.9749676681738854,3,FALSE,0.9990968193606733,1,TRUE
BikeSharing,svmsyn,synmc5,svm,MAE,cartpred,cart,10.474030927098493,2,FALSE,10.462142354890867,3,FALSE
BikeSharing,svmsyn,synmc5,svm,RMSE,cartpred,cart,14.433958219453023,2,FALSE,14.98901997198783,3,FALSE
BikeSharing,svmsyn,synmc5,svm,R_squared,cartpred,cart,0.9848549135006759,2,FALSE,0.9931657430548586,3,FALSE
BikeSharing,svmsyn,synmc5,svm,MAE,svmpred,svm,7.931162790467225,1,TRUE,7.740144028949741,2,FALSE
BikeSharing,svmsyn,synmc5,svm,RMSE,svmpred,svm,14.242437479610405,1,TRUE,9.823605555219633,2,FALSE
BikeSharing,svmsyn,synmc5,svm,R_squared,svmpred,svm,0.9852130785734801,1,TRUE,0.9970645394147465,2,FALSE
GermanCredit,parmsyn,synmc1,parm,Accuracy,parmpred,parm,0.7380024250606265,1,TRUE,0.752,1,TRUE
GermanCredit,parmsyn,synmc1,parm,Specificity,parmpred,parm,0.33557377049180326,2,FALSE,0.41,2,FALSE
GermanCredit,parmsyn,synmc1,parm,F1,parmpred,parm,0.8290548291655687,1,TRUE,0.8351740191677298,1,TRUE
GermanCredit,parmsyn,synmc1,parm,Accuracy,cartpred,cart,0.6809769994249856,4,FALSE,0.71,3,FALSE
GermanCredit,parmsyn,synmc1,parm,Specificity,cartpred,cart,0.8117471736896197,1,TRUE,0.8242857142857143,1,TRUE
GermanCredit,parmsyn,synmc1,parm,F1,cartpred,cart,0.41832005057623894,4,FALSE,0.4774133855664488,4,FALSE
GermanCredit,parmsyn,synmc1,parm,Accuracy,bnpred,bn,0.7051579362543829,2,FALSE,0.7344461071218723,2,FALSE
GermanCredit,parmsyn,synmc1,parm,Specificity,bnpred,bn,0.19637769750856718,3,FALSE,0.3683704832188329,3,FALSE
GermanCredit,parmsyn,synmc1,parm,F1,bnpred,bn,0.8140004800691633,3,FALSE,0.8247093190131327,2,FALSE
GermanCredit,parmsyn,synmc1,parm,Accuracy,svmpred,svm,0.6950019750493762,3,FALSE,0.698,4,FALSE
GermanCredit,parmsyn,synmc1,parm,Specificity,svmpred,svm,0,4,FALSE,0.023333333333333334,4,FALSE
GermanCredit,parmsyn,synmc1,parm,F1,svmpred,svm,0.8200571236079263,2,FALSE,0.8205519244734931,3,FALSE
GermanCredit,parmsyn,synmc2,parm,Accuracy,parmpred,parm,0.7290074001850047,1,TRUE,0.752,1,TRUE
GermanCredit,parmsyn,synmc2,parm,Specificity,parmpred,parm,0.3072448439978847,3,FALSE,0.41,2,FALSE
GermanCredit,parmsyn,synmc2,parm,F1,parmpred,parm,0.8237625587523468,1,TRUE,0.8351740191677298,1,TRUE
GermanCredit,parmsyn,synmc2,parm,Accuracy,cartpred,cart,0.7050918772969323,3,FALSE,0.71,3,FALSE
GermanCredit,parmsyn,synmc2,parm,Specificity,cartpred,cart,0.8235741841309561,1,TRUE,0.8242857142857143,1,TRUE
GermanCredit,parmsyn,synmc2,parm,F1,cartpred,cart,0.4788079206655058,4,FALSE,0.4774133855664488,4,FALSE
GermanCredit,parmsyn,synmc2,parm,Accuracy,bnpred,bn,0.717958477621217,2,FALSE,0.7344461071218723,2,FALSE
GermanCredit,parmsyn,synmc2,parm,Specificity,bnpred,bn,0.3273241671073506,2,FALSE,0.3683704832188329,3,FALSE
GermanCredit,parmsyn,synmc2,parm,F1,bnpred,bn,0.8140096124671867,3,FALSE,0.8247093190131327,2,FALSE
GermanCredit,parmsyn,synmc2,parm,Accuracy,svmpred,svm,0.6920220255506387,4,FALSE,0.698,4,FALSE
GermanCredit,parmsyn,synmc2,parm,Specificity,svmpred,svm,0.02924378635642517,4,FALSE,0.023333333333333334,4,FALSE
GermanCredit,parmsyn,synmc2,parm,F1,svmpred,svm,0.8159826140514737,2,FALSE,0.8205519244734931,3,FALSE
GermanCredit,parmsyn,synmc3,parm,Accuracy,parmpred,parm,0.7299869996749919,1,TRUE,0.752,1,TRUE
GermanCredit,parmsyn,synmc3,parm,Specificity,parmpred,parm,0.3107350608143839,3,FALSE,0.41,2,FALSE
GermanCredit,parmsyn,synmc3,parm,F1,parmpred,parm,0.8243928616569277,1,TRUE,0.8351740191677298,1,TRUE
GermanCredit,parmsyn,synmc3,parm,Accuracy,cartpred,cart,0.7009821245531138,3,FALSE,0.71,3,FALSE
GermanCredit,parmsyn,synmc3,parm,Specificity,cartpred,cart,0.8573558544468773,2,FALSE,0.8242857142857143,1,TRUE
