n_cases,n_reversals,reversal_rate,n_reversals_to_synth_family,share_reversals_to_synth_family,n_synth_family_becomes_winner,synth_family_becomes_winner_rate
9450,3374,0.35703703703703704,2657,0.7874925903971547,2658,0.2812698412698413
